uniqID,pair,j1,j2,class,quant_con,qual_con
AT3G10640-AT5G048501-2+IR,AT3G10640-AT5G04850,1-2,1-2,+IR,N,Y
AT3G10640-AT5G048502-3+IR,AT3G10640-AT5G04850,2-3,2-3,+IR,N,N
AT3G10640-AT5G048503-4+IR,AT3G10640-AT5G04850,3-4,3-4,+IR,N,N
AT3G10640-AT5G048506-7+IR,AT3G10640-AT5G04850,6-7,5-6,+IR,N,N
AT3G10660-AT5G048706-7+IR,AT3G10660-AT5G04870,6-7,6-7,+IR,N,N
AT3G10770-AT5G051001-2-ALTA,AT3G10770-AT5G05100,1-2,1-2,-ALTA,N,N
AT3G10770-AT5G051001-2+IR,AT3G10770-AT5G05100,1-2,1-2,+IR,N,Y
AT3G10770-AT5G051002-3-ALTD,AT3G10770-AT5G05100,2-3,2-3,-ALTD,N,N
AT3G10770-AT5G051002-3+IR,AT3G10770-AT5G05100,2-3,2-3,+IR,N,N
AT3G10860-AT5G053701-2+IR,AT3G10860-AT5G05370,1-2,1-2,+IR,N,Y
AT3G11200-AT5G056103-4+ALTA,AT3G11200-AT5G05610,3-4,3-4,+ALTA,N,N
AT3G11200-AT5G056103-4+ALTD,AT3G11200-AT5G05610,3-4,3-4,+ALTD,N,N
AT3G11200-AT5G056103-4+IR,AT3G11200-AT5G05610,3-4,3-4,+IR,N,Y
AT3G11200-AT5G056104-5-ALTA,AT3G11200-AT5G05610,4-5,4-5,-ALTA,N,N
AT3G11200-AT5G056104-5+ALTA,AT3G11200-AT5G05610,4-5,4-5,+ALTA,N,N
AT3G11200-AT5G056104-5+IR,AT3G11200-AT5G05610,4-5,4-5,+IR,N,N
AT3G11270-AT5G057801-2+IR,AT3G11270-AT5G05780,1-2,1-2,+IR,N,N
AT3G11270-AT5G057803-4+IR,AT3G11270-AT5G05780,3-4,3-4,+IR,Y,Y
AT3G11270-AT5G057805-6+IR,AT3G11270-AT5G05780,5-6,5-6,+IR,N,Y
AT3G11270-AT5G057806-7+IR,AT3G11270-AT5G05780,6-7,6-7,+IR,N,N
AT3G11270-AT5G057807-8+IR,AT3G11270-AT5G05780,7-8,7-8,+IR,N,N
AT3G11270-AT5G057809-10+IR,AT3G11270-AT5G05780,9-10,9-10,+IR,N,N
AT3G11280-AT5G057902-3+IR,AT3G11280-AT5G05790,2-3,1-2,+IR,Y,Y
AT3G11320-AT5G058201-2+IR,AT3G11320-AT5G05820,1-2,1-2,+IR,N,Y
AT3G11320-AT5G058202-3+IR,AT3G11320-AT5G05820,2-3,2-3,+IR,N,N
AT3G11320-AT5G058203-4+IR,AT3G11320-AT5G05820,3-4,3-4,+IR,N,N
AT3G11570-AT5G062301-2+IR,AT3G11570-AT5G06230,1-2,1-2,+IR,N,N
AT3G11570-AT5G062302-3+IR,AT3G11570-AT5G06230,2-3,2-3,+IR,Y,Y
AT3G11570-AT5G062303-4+IR,AT3G11570-AT5G06230,3-4,3-4,+IR,N,N
AT3G11580-AT5G062501-2+IR,AT3G11580-AT5G06250,1-2,1-2,+IR,N,N
AT3G11910-AT5G0660015-16+IR,AT3G11910-AT5G06600,15-16,15-16,+IR,N,N
AT3G11910-AT5G0660016-17+IR,AT3G11910-AT5G06600,16-17,16-17,+IR,N,Y
AT3G11910-AT5G0660022-23+IR,AT3G11910-AT5G06600,22-23,22-23,+IR,N,N
AT3G11910-AT5G0660024-25+IR,AT3G11910-AT5G06600,24-25,24-25,+IR,N,N
AT3G11910-AT5G0660025-26+IR,AT3G11910-AT5G06600,25-26,25-26,+IR,N,N
AT3G11910-AT5G0660027-28+IR,AT3G11910-AT5G06600,27-28,27-28,+IR,N,N
AT3G11910-AT5G0660028-29+IR,AT3G11910-AT5G06600,28-29,28-29,+IR,N,N
AT3G11910-AT5G0660030-31+IR,AT3G11910-AT5G06600,30-31,30-31,+IR,N,N
AT3G11910-AT5G066006-7+IR,AT3G11910-AT5G06600,6-7,6-7,+IR,N,N
AT3G11910-AT5G066008-9+IR,AT3G11910-AT5G06600,8-9,8-9,+IR,N,Y
AT3G12140-AT5G067801-2+IR,AT3G12140-AT5G06780,1-2,1-2,+IR,Y,Y
AT3G12140-AT5G067804-5+IR,AT3G12140-AT5G06780,4-5,4-5,+IR,N,N
AT3G12140-AT5G067805-6+IR,AT3G12140-AT5G06780,5-6,5-6,+IR,N,N
AT3G12140-AT5G067806-7+IR,AT3G12140-AT5G06780,6-7,6-7,+IR,N,Y
AT3G12140-AT5G067807-8+IR,AT3G12140-AT5G06780,7-8,7-8,+IR,N,N
AT3G12140-AT5G067808-9+IR,AT3G12140-AT5G06780,8-9,8-9,+IR,N,N
AT3G12170-AT5G069102-3+IR,AT3G12170-AT5G06910,2-3,2-3,+IR,N,Y
AT3G12170-AT5G069105-6+IR,AT3G12170-AT5G06910,5-6,5-6,+IR,N,N
AT3G12250-AT5G069507-8+IR,AT3G12250-AT5G06950,7-8,8-9,+IR,N,N
AT3G12320-AT5G069804-5+IR,AT3G12320-AT5G06980,4-5,4-5,+IR,N,Y
AT3G12320-AT5G069805-6-ALTA,AT3G12320-AT5G06980,5-6,5-6,-ALTA,N,N
AT3G12320-AT5G069805-6+IR,AT3G12320-AT5G06980,5-6,5-6,+IR,N,Y
AT3G21600-AT4G154501-2+IR,AT3G21600-AT4G15450,1-2,1-2,+IR,N,N
AT3G21600-AT4G154502-3+IR,AT3G21600-AT4G15450,2-3,2-3,+IR,N,N
AT3G21600-AT4G154503-4+ALTA,AT3G21600-AT4G15450,3-4,3-4,+ALTA,N,N
AT3G21600-AT4G154503-4+IR,AT3G21600-AT4G15450,3-4,3-4,+IR,N,N
AT3G21620-AT4G1543010-11-ALTA,AT3G21620-AT4G15430,10-11,11-12,-ALTA,N,N
AT3G21620-AT4G154309-10+IR,AT3G21620-AT4G15430,9-10,10-11,+IR,N,N
AT3G22180-AT4G150807-8+IR,AT3G22180-AT4G15080,7-8,8-9,+IR,N,N
AT3G22180-AT4G150808-9+IR,AT3G22180-AT4G15080,8-9,9-10,+IR,N,N
AT3G22220-AT4G150202-3+IR,AT3G22220-AT4G15020,2-3,1-2,+IR,N,N
AT3G22220-AT4G150203-4-ALTA,AT3G22220-AT4G15020,3-4,2-3,-ALTA,N,N
AT3G22220-AT4G150203-4+IR,AT3G22220-AT4G15020,3-4,2-3,+IR,N,N
AT3G22440-AT4G149001-2+IR,AT3G22440-AT4G14900,1-2,1-2,+IR,N,Y
AT3G22440-AT4G149002-3+IR,AT3G22440-AT4G14900,2-3,2-3,+IR,N,Y
AT3G22780-AT4G147704-5+IR,AT3G22780-AT4G14770,4-5,3-4,+IR,N,N
AT3G22790-AT4G147603-4+IR,AT3G22790-AT4G14760,3-4,3-4,+IR,N,N
AT3G22810-AT4G147401-2-ALTA,AT3G22810-AT4G14740,1-2,1-2,-ALTA,N,N
AT3G22810-AT4G147401-2+IR,AT3G22810-AT4G14740,1-2,1-2,+IR,N,Y
AT3G22810-AT4G147402-3+IR,AT3G22810-AT4G14740,2-3,2-3,+IR,N,N
AT3G22810-AT4G147403-4+IR,AT3G22810-AT4G14740,3-4,3-4,+IR,N,Y
AT3G22810-AT4G147405-6+IR,AT3G22810-AT4G14740,5-6,5-6,+IR,N,Y
AT3G22810-AT4G147406-7+IR,AT3G22810-AT4G14740,6-7,6-7,+IR,Y,Y
AT3G22930-AT4G146402-3+IR,AT3G22930-AT4G14640,2-3,3-4,+IR,Y,Y
AT3G23050-AT4G145501-2+IR,AT3G23050-AT4G14550,1-2,1-2,+IR,N,Y
AT3G23050-AT4G145502-3+IR,AT3G23050-AT4G14550,2-3,2-3,+IR,N,Y
AT3G23050-AT4G145503-4+ALTA;+ALTD,AT3G23050-AT4G14550,3-4,3-4,+ALTA;+ALTD,N,N
AT3G23050-AT4G145503-4+IR,AT3G23050-AT4G14550,3-4,3-4,+IR,N,Y
AT3G23070-AT4G145101-2+IR,AT3G23070-AT4G14510,1-2,1-2,+IR,N,N
AT3G23070-AT4G145102-3+ALTA,AT3G23070-AT4G14510,2-3,2-3,+ALTA,N,N
AT3G23070-AT4G145102-3+IR,AT3G23070-AT4G14510,2-3,2-3,+IR,N,N
AT3G23070-AT4G145103-4-ALTA,AT3G23070-AT4G14510,3-4,3-4,-ALTA,N,N
AT3G23070-AT4G145103-4+ALTA,AT3G23070-AT4G14510,3-4,3-4,+ALTA,N,N
AT3G23070-AT4G145103-4+IR,AT3G23070-AT4G14510,3-4,3-4,+IR,Y,Y
AT3G23070-AT4G145104-5+IR,AT3G23070-AT4G14510,4-5,4-5,+IR,N,N
AT3G23210-AT4G144103-4+IR,AT3G23210-AT4G14410,3-4,3-4,+IR,N,N
AT3G23210-AT4G144104-5+IR,AT3G23210-AT4G14410,4-5,4-5,+IR,N,Y
AT3G23300-AT4G143602-3+IR,AT3G23300-AT4G14360,2-3,2-3,+IR,N,N
AT3G23300-AT4G143603-4+IR,AT3G23300-AT4G14360,3-4,3-4,+IR,N,N
AT3G23300-AT4G143605-6+IR,AT3G23300-AT4G14360,5-6,5-6,+IR,N,N
AT3G23300-AT4G143606-7+IR,AT3G23300-AT4G14360,6-7,6-7,+IR,N,Y
AT3G23300-AT4G143607-8+IR,AT3G23300-AT4G14360,7-8,7-8,+IR,N,N
AT3G23310-AT4G1435010-11+ALTA,AT3G23310-AT4G14350,10-11,10-11,+ALTA,N,N
AT3G23310-AT4G1435010-11+IR,AT3G23310-AT4G14350,10-11,10-11,+IR,N,N
AT3G23310-AT4G1435011-12+IR,AT3G23310-AT4G14350,11-12,11-12,+IR,N,N
AT3G23310-AT4G1435012-13+IR,AT3G23310-AT4G14350,12-13,12-13,+IR,N,N
AT3G23310-AT4G1435013-14+ALTA,AT3G23310-AT4G14350,13-14,13-14,+ALTA,N,N
AT3G23310-AT4G1435013-14+IR,AT3G23310-AT4G14350,13-14,13-14,+IR,N,Y
AT3G23310-AT4G143506-7+IR,AT3G23310-AT4G14350,6-7,6-7,+IR,N,N
AT3G23310-AT4G143507-8+IR,AT3G23310-AT4G14350,7-8,7-8,+IR,N,N
AT3G23660-AT4G141601-2+IR,AT3G23660-AT4G14160,1-2,1-2,+IR,N,N
AT3G23660-AT4G1416010-11-ALTA,AT3G23660-AT4G14160,10-11,9-10,-ALTA,N,N
AT3G23660-AT4G1416010-11+IR,AT3G23660-AT4G14160,10-11,9-10,+IR,N,N
AT3G23660-AT4G1416012-13+IR,AT3G23660-AT4G14160,12-13,11-12,+IR,N,N
AT3G23660-AT4G141603-4+ALTA,AT3G23660-AT4G14160,3-4,3-4,+ALTA,N,Y
AT3G23660-AT4G141603-4+IR,AT3G23660-AT4G14160,3-4,3-4,+IR,N,N
AT3G23660-AT4G141604-5+IR,AT3G23660-AT4G14160,4-5,4-5,+IR,N,N
AT3G23730-AT4G141301-2+IR,AT3G23730-AT4G14130,1-2,1-2,+IR,N,N
AT3G23730-AT4G141302-3+IR,AT3G23730-AT4G14130,2-3,2-3,+IR,N,N
AT3G23790-AT4G1407011-12+IR,AT3G23790-AT4G14070,11-12,11-12,+IR,N,N
AT3G23790-AT4G1407012-13-ALTA,AT3G23790-AT4G14070,12-13,12-13,-ALTA,N,N
AT3G23790-AT4G1407012-13+IR,AT3G23790-AT4G14070,12-13,12-13,+IR,N,N
AT3G23790-AT4G1407014-15+IR,AT3G23790-AT4G14070,14-15,14-15,+IR,N,Y
AT3G23790-AT4G140702-3+IR,AT3G23790-AT4G14070,2-3,2-3,+IR,N,N
AT3G23790-AT4G140703-4+ALTA,AT3G23790-AT4G14070,3-4,3-4,+ALTA,N,N
AT3G23790-AT4G140704-5-ALTA,AT3G23790-AT4G14070,4-5,4-5,-ALTA,N,Y
AT3G23790-AT4G140709-10+IR,AT3G23790-AT4G14070,9-10,9-10,+IR,N,N
AT3G24120-AT4G136401-2-ALTA,AT3G24120-AT4G13640,1-2,1-2,-ALTA,N,N
AT3G24120-AT4G136401-2+IR,AT3G24120-AT4G13640,1-2,1-2,+IR,N,N
AT3G24120-AT4G136404-5+IR,AT3G24120-AT4G13640,4-5,4-5,+IR,N,Y
AT3G24120-AT4G136405-6-ALTA,AT3G24120-AT4G13640,5-6,5-6,-ALTA,N,Y
AT3G24120-AT4G136405-6+IR,AT3G24120-AT4G13640,5-6,5-6,+IR,N,Y
AT3G24360-AT4G133603-4+IR,AT3G24360-AT4G13360,3-4,3-4,+IR,N,N
AT3G24360-AT4G133607-8+IR,AT3G24360-AT4G13360,7-8,7-8,+IR,N,Y
AT3G24670-AT4G132103-4+IR,AT3G24670-AT4G13210,3-4,3-4,+IR,N,N
AT3G24670-AT4G132104-5+IR,AT3G24670-AT4G13210,4-5,4-5,+IR,N,N
AT3G26960-AT5G410501-2+IR,AT3G26960-AT5G41050,1-2,1-2,+IR,N,Y
AT3G27020-AT5G410002-3+ALTA,AT3G27020-AT5G41000,2-3,2-3,+ALTA,N,N
AT3G27020-AT5G410002-3+IR,AT3G27020-AT5G41000,2-3,2-3,+IR,N,N
AT3G27020-AT5G410003-4+IR,AT3G27020-AT5G41000,3-4,3-4,+IR,N,N
AT3G27020-AT5G410005-6+IR,AT3G27020-AT5G41000,5-6,5-6,+IR,N,N
AT3G27170-AT5G408901-2+ALTD,AT3G27170-AT5G40890,1-2,1-2,+ALTD,N,N
AT3G27170-AT5G408901-2+ALTD;-ALTA,AT3G27170-AT5G40890,1-2,1-2,+ALTD;-ALTA,N,N
AT3G27170-AT5G408901-2+IR,AT3G27170-AT5G40890,1-2,1-2,+IR,N,N
AT3G27170-AT5G408902-3+IR,AT3G27170-AT5G40890,2-3,2-3,+IR,N,N
AT3G27170-AT5G408903-4+IR,AT3G27170-AT5G40890,3-4,3-4,+IR,N,N
AT3G27170-AT5G408904-5-ALTD;+ALTA,AT3G27170-AT5G40890,4-5,4-5,-ALTD;+ALTA,N,N
AT3G27170-AT5G408904-5+IR,AT3G27170-AT5G40890,4-5,4-5,+IR,N,N
AT3G27170-AT5G408905-6+IR,AT3G27170-AT5G40890,5-6,5-6,+IR,N,N
AT3G27190-AT5G408701-2+IR,AT3G27190-AT5G40870,1-2,1-2,+IR,N,N
AT3G27190-AT5G4087010-11+ALTD,AT3G27190-AT5G40870,10-11,10-11,+ALTD,N,N
AT3G27190-AT5G4087010-11+IR,AT3G27190-AT5G40870,10-11,10-11,+IR,N,Y
AT3G27190-AT5G4087011-12+IR,AT3G27190-AT5G40870,11-12,11-12,+IR,N,N
AT3G27190-AT5G4087012-13+IR,AT3G27190-AT5G40870,12-13,12-13,+IR,N,N
AT3G27190-AT5G4087013-14+IR,AT3G27190-AT5G40870,13-14,13-14,+IR,N,N
AT3G27190-AT5G408704-5+IR,AT3G27190-AT5G40870,4-5,4-5,+IR,N,Y
AT3G27190-AT5G408705-6+IR,AT3G27190-AT5G40870,5-6,5-6,+IR,N,N
AT3G27190-AT5G408706-7+IR,AT3G27190-AT5G40870,6-7,6-7,+IR,N,N
AT3G27190-AT5G408708-9+ALTA,AT3G27190-AT5G40870,8-9,8-9,+ALTA,N,N
AT3G27190-AT5G408708-9+IR,AT3G27190-AT5G40870,8-9,8-9,+IR,N,N
AT3G27240-AT5G408102-3-ALTD,AT3G27240-AT5G40810,2-3,2-3,-ALTD,N,N
AT3G27240-AT5G408102-3+IR,AT3G27240-AT5G40810,2-3,2-3,+IR,N,N
AT3G27240-AT5G408103-4+IR,AT3G27240-AT5G40810,3-4,3-4,+IR,N,N
AT3G27240-AT5G408104-5+IR,AT3G27240-AT5G40810,4-5,4-5,+IR,N,N
AT3G27240-AT5G408107-8+IR,AT3G27240-AT5G40810,7-8,7-8,+IR,N,Y
AT3G27280-AT5G407701-2+IR,AT3G27280-AT5G40770,1-2,1-2,+IR,Y,Y
AT3G27300-AT5G4076015-16+IR,AT3G27300-AT5G40760,15-16,15-16,+IR,N,N
AT3G27380-AT5G406501-2+IR,AT3G27380-AT5G40650,1-2,1-2,+IR,Y,Y
AT3G27390-AT5G406406-7+IR,AT3G27390-AT5G40640,6-7,8-9,+IR,Y,Y
AT3G27430-AT5G405802-3+IR,AT3G27430-AT5G40580,2-3,2-3,+IR,N,N
AT3G27430-AT5G405804-5+IR,AT3G27430-AT5G40580,4-5,4-5,+IR,N,N
AT3G27430-AT5G405807-8+IR,AT3G27430-AT5G40580,7-8,7-8,+IR,Y,Y
AT3G27430-AT5G405808-9+IR,AT3G27430-AT5G40580,8-9,8-9,+IR,N,N
AT3G27560-AT5G405401-2-ALTD,AT3G27560-AT5G40540,1-2,1-2,-ALTD,N,N
AT3G27560-AT5G405401-2+IR,AT3G27560-AT5G40540,1-2,1-2,+IR,Y,Y
AT3G27560-AT5G405402-3+IR,AT3G27560-AT5G40540,2-3,2-3,+IR,N,N
AT3G27560-AT5G405403-4+IR,AT3G27560-AT5G40540,3-4,3-4,+IR,N,N
AT3G27560-AT5G405405-6+IR,AT3G27560-AT5G40540,5-6,5-6,+IR,N,N
AT3G29035-AT5G396102-3+IR,AT3G29035-AT5G39610,2-3,2-3,+IR,N,N
AT3G42670-AT5G204203-4+ALTA,AT3G42670-AT5G20420,3-4,4-5,+ALTA,N,N
AT3G43220-AT5G2084010-11+IR,AT3G43220-AT5G20840,10-11,10-11,+IR,N,N
AT3G43220-AT5G2084013-14+IR,AT3G43220-AT5G20840,13-14,13-14,+IR,N,N
AT3G43220-AT5G208402-3-ALTD,AT3G43220-AT5G20840,2-3,2-3,-ALTD,N,N
AT3G43220-AT5G208403-4+ALTA,AT3G43220-AT5G20840,3-4,3-4,+ALTA,N,N
AT3G43220-AT5G208403-4+ALTD,AT3G43220-AT5G20840,3-4,3-4,+ALTD,N,N
AT3G43220-AT5G208403-4+IR,AT3G43220-AT5G20840,3-4,3-4,+IR,N,N
AT3G43220-AT5G208404-5+ALTA,AT3G43220-AT5G20840,4-5,4-5,+ALTA,N,N
AT3G43220-AT5G208404-5+IR,AT3G43220-AT5G20840,4-5,4-5,+IR,N,Y
AT3G43220-AT5G208405-6+IR,AT3G43220-AT5G20840,5-6,5-6,+IR,N,N
AT3G43220-AT5G208406-7-ALTD,AT3G43220-AT5G20840,6-7,6-7,-ALTD,N,N
AT3G43220-AT5G208407-8+IR,AT3G43220-AT5G20840,7-8,7-8,+IR,N,N
AT3G43220-AT5G208408-9-ALTA,AT3G43220-AT5G20840,8-9,8-9,-ALTA,Y,Y
AT3G43220-AT5G208408-9+ALTA,AT3G43220-AT5G20840,8-9,8-9,+ALTA,N,N
AT3G43220-AT5G208408-9+IR,AT3G43220-AT5G20840,8-9,8-9,+IR,N,N
AT3G43220-AT5G208409-10+IR,AT3G43220-AT5G20840,9-10,9-10,+IR,Y,Y
AT3G44280-AT5G222802-3-ALTA,AT3G44280-AT5G22280,2-3,2-3,-ALTA,N,N
AT3G44280-AT5G222802-3+IR,AT3G44280-AT5G22280,2-3,2-3,+IR,N,Y
AT3G44850-AT5G228401-2+IR,AT3G44850-AT5G22840,1-2,1-2,+IR,Y,Y
AT3G44850-AT5G228403-4+IR,AT3G44850-AT5G22840,3-4,3-4,+IR,N,N
AT3G46060-AT5G598402-3+IR,AT3G46060-AT5G59840,2-3,2-3,+IR,N,N
AT3G46060-AT5G598403-4+IR,AT3G46060-AT5G59840,3-4,3-4,+IR,N,N
AT3G46060-AT5G598404-5+IR,AT3G46060-AT5G59840,4-5,4-5,+IR,N,Y
AT3G46060-AT5G598405-6+IR,AT3G46060-AT5G59840,5-6,5-6,+IR,N,Y
AT3G46060-AT5G598406-7+ALTD,AT3G46060-AT5G59840,6-7,6-7,+ALTD,N,N
AT3G46060-AT5G598406-7+IR,AT3G46060-AT5G59840,6-7,6-7,+IR,N,Y
AT3G46060-AT5G598407-8+IR,AT3G46060-AT5G59840,7-8,7-8,+IR,N,N
AT3G46060-AT5G598408-9+IR,AT3G46060-AT5G59840,8-9,8-9,+IR,N,Y
AT3G46110-AT5G597901-2+IR,AT3G46110-AT5G59790,1-2,1-2,+IR,Y,Y
AT3G46110-AT5G597902-3+IR,AT3G46110-AT5G59790,2-3,2-3,+IR,Y,Y
AT3G46130-AT5G597801-2-ALTD,AT3G46130-AT5G59780,1-2,1-2,-ALTD,N,N
AT3G46130-AT5G597801-2+ALTD,AT3G46130-AT5G59780,1-2,1-2,+ALTD,N,N
AT3G46130-AT5G597801-2+IR,AT3G46130-AT5G59780,1-2,1-2,+IR,N,Y
AT3G46130-AT5G597802-3+IR,AT3G46130-AT5G59780,2-3,2-3,+IR,N,Y
AT3G46440-AT5G5929010-11+IR,AT3G46440-AT5G59290,10-11,10-11,+IR,N,N
AT3G46440-AT5G592902-3+IR,AT3G46440-AT5G59290,2-3,1-2,+IR,N,N
AT3G46440-AT5G592903-4+IR,AT3G46440-AT5G59290,3-4,2-3,+IR,N,N
AT3G46440-AT5G592904-5+IR,AT3G46440-AT5G59290,4-5,3-4,+IR,N,N
AT3G46440-AT5G592905-6+IR,AT3G46440-AT5G59290,5-6,5-6,+IR,N,N
AT3G46440-AT5G592908-9+IR,AT3G46440-AT5G59290,8-9,8-9,+IR,N,N
AT3G46440-AT5G592909-10+IR,AT3G46440-AT5G59290,9-10,9-10,+IR,Y,Y
AT3G46590-AT5G594303-4+IR,AT3G46590-AT5G59430,3-4,3-4,+IR,N,N
AT3G46590-AT5G594306-7+IR,AT3G46590-AT5G59430,6-7,6-7,+IR,N,Y
AT3G46590-AT5G594307-8+IR,AT3G46590-AT5G59430,7-8,7-8,+IR,N,Y
AT3G46590-AT5G594308-9+IR,AT3G46590-AT5G59430,8-9,8-9,+IR,N,Y
AT3G46590-AT5G594309-10+IR,AT3G46590-AT5G59430,9-10,9-10,+IR,N,Y
AT3G46820-AT5G591601-2+ALTD,AT3G46820-AT5G59160,1-2,1-2,+ALTD,N,N
AT3G46820-AT5G591601-2+IR,AT3G46820-AT5G59160,1-2,1-2,+IR,N,Y
AT3G47060-AT5G5887012-13+IR,AT3G47060-AT5G58870,12-13,12-13,+IR,Y,Y
AT3G47060-AT5G588704-5+IR,AT3G47060-AT5G58870,4-5,4-5,+IR,N,N
AT3G47060-AT5G588705-6-ALTA,AT3G47060-AT5G58870,5-6,5-6,-ALTA,N,N
AT3G47060-AT5G588705-6+IR,AT3G47060-AT5G58870,5-6,5-6,+IR,N,N
AT3G47060-AT5G588706-7+IR,AT3G47060-AT5G58870,6-7,6-7,+IR,N,N
AT3G47060-AT5G588707-8+IR,AT3G47060-AT5G58870,7-8,7-8,+IR,N,N
AT3G47060-AT5G588708-9-ALTA,AT3G47060-AT5G58870,8-9,8-9,-ALTA,N,N
AT3G47550-AT5G624604-5+IR,AT3G47550-AT5G62460,4-5,4-5,+IR,Y,Y
AT3G47550-AT5G624605-6+IR,AT3G47550-AT5G62460,5-6,5-6,+IR,Y,Y
AT3G47550-AT5G624606-7+IR,AT3G47550-AT5G62460,6-7,6-7,+IR,N,Y
AT3G47600-AT5G624701-2+IR,AT3G47600-AT5G62470,1-2,1-2,+IR,Y,Y
AT3G47600-AT5G624702-3+IR,AT3G47600-AT5G62470,2-3,2-3,+IR,N,Y
AT3G47960-AT5G626801-2+IR,AT3G47960-AT5G62680,1-2,1-2,+IR,Y,Y
AT3G47960-AT5G626803-4+IR,AT3G47960-AT5G62680,3-4,3-4,+IR,Y,Y
AT3G48040-AT5G628801-2+IR,AT3G48040-AT5G62880,1-2,1-2,+IR,N,N
AT3G48040-AT5G628802-3+IR,AT3G48040-AT5G62880,2-3,2-3,+IR,N,N
AT3G48040-AT5G628803-4+IR,AT3G48040-AT5G62880,3-4,3-4,+IR,N,Y
AT3G48040-AT5G628804-5+IR,AT3G48040-AT5G62880,4-5,4-5,+IR,N,N
AT3G48040-AT5G628805-6+IR,AT3G48040-AT5G62880,5-6,5-6,+IR,Y,Y
AT3G48070-AT5G629101-2+IR,AT3G48070-AT5G62910,1-2,2-3,+IR,N,N
AT3G48070-AT5G629102-3+IR,AT3G48070-AT5G62910,2-3,3-4,+IR,N,Y
AT3G48100-AT5G629201-2+IR,AT3G48100-AT5G62920,1-2,1-2,+IR,N,N
AT3G48100-AT5G629202-3+IR,AT3G48100-AT5G62920,2-3,2-3,+IR,N,Y
AT3G48100-AT5G629203-4+IR,AT3G48100-AT5G62920,3-4,3-4,+IR,Y,Y
AT3G48100-AT5G629204-5+IR,AT3G48100-AT5G62920,4-5,4-5,+IR,Y,Y
AT3G48240-AT5G631301-2+IR,AT3G48240-AT5G63130,1-2,1-2,+IR,N,N
AT3G48440-AT5G632604-5+ALTD,AT3G48440-AT5G63260,4-5,5-6,+ALTD,N,N
AT3G48440-AT5G632604-5+IR,AT3G48440-AT5G63260,4-5,5-6,+IR,Y,Y
AT3G48440-AT5G632605-6+IR,AT3G48440-AT5G63260,5-6,6-7,+IR,Y,Y
AT3G48980-AT5G238505-6+IR,AT3G48980-AT5G23850,5-6,5-6,+IR,N,N
AT3G49350-AT5G243901-2+IR,AT3G49350-AT5G24390,1-2,1-2,+IR,N,N
AT3G49370-AT5G2443010-11+ALTA,AT3G49370-AT5G24430,10-11,10-11,+ALTA,N,N
AT3G49370-AT5G244303-4+IR,AT3G49370-AT5G24430,3-4,3-4,+IR,N,N
AT3G49370-AT5G244308-9+ALTA,AT3G49370-AT5G24430,8-9,8-9,+ALTA,N,N
AT3G49560-AT5G246501-2+IR,AT3G49560-AT5G24650,1-2,1-2,+IR,N,N
AT3G49560-AT5G246502-3+IR,AT3G49560-AT5G24650,2-3,2-3,+IR,N,Y
AT3G49560-AT5G246503-4+IR,AT3G49560-AT5G24650,3-4,3-4,+IR,N,Y
AT3G49670-AT5G657001-2+IR,AT3G49670-AT5G65700,1-2,1-2,+IR,Y,Y
AT3G49720-AT5G658102-3+IR,AT3G49720-AT5G65810,2-3,2-3,+IR,N,N
AT3G49800-AT5G659101-2+IR,AT3G49800-AT5G65910,1-2,1-2,+IR,N,N
AT3G49800-AT5G659102-3+IR,AT3G49800-AT5G65910,2-3,2-3,+IR,N,Y
AT3G49850-AT5G675802-3+ALTA,AT3G49850-AT5G67580,2-3,2-3,+ALTA,N,N
AT3G49850-AT5G675802-3+IR,AT3G49850-AT5G67580,2-3,2-3,+IR,N,N
AT3G50000-AT5G673801-2+IR,AT3G50000-AT5G67380,1-2,1-2,+IR,N,N
AT3G50000-AT5G673802-3-ALTD,AT3G50000-AT5G67380,2-3,2-3,-ALTD,N,N
AT3G50000-AT5G673802-3+IR,AT3G50000-AT5G67380,2-3,2-3,+IR,N,N
AT3G50000-AT5G673803-4+IR,AT3G50000-AT5G67380,3-4,3-4,+IR,N,N
AT3G50000-AT5G673806-7+IR,AT3G50000-AT5G67380,6-7,6-7,+IR,N,N
AT3G50000-AT5G673807-8+IR,AT3G50000-AT5G67380,7-8,7-8,+IR,N,N
AT3G50000-AT5G673808-9+IR,AT3G50000-AT5G67380,8-9,8-9,+IR,N,N
AT3G50000-AT5G673809-10+IR,AT3G50000-AT5G67380,9-10,9-10,+IR,N,N
AT3G50500-AT5G668801-2-ALTD;+ALTA,AT3G50500-AT5G66880,1-2,1-2,-ALTD;+ALTA,N,N
AT3G50500-AT5G668801-2+ALTA,AT3G50500-AT5G66880,1-2,1-2,+ALTA,N,N
AT3G50500-AT5G668801-2+IR,AT3G50500-AT5G66880,1-2,1-2,+IR,N,Y
AT3G50500-AT5G668802-3+IR,AT3G50500-AT5G66880,2-3,2-3,+IR,N,N
AT3G50500-AT5G668803-4-ALTA;-ALTD,AT3G50500-AT5G66880,3-4,3-4,-ALTA;-ALTD,N,N
AT3G50500-AT5G668803-4+IR,AT3G50500-AT5G66880,3-4,3-4,+IR,N,Y
AT3G50500-AT5G668804-5+IR,AT3G50500-AT5G66880,4-5,4-5,+IR,N,Y
AT3G50500-AT5G668805-6-ALTD,AT3G50500-AT5G66880,5-6,5-6,-ALTD,N,N
