gene_name	A	B	C	Gene_Length
AT2G35738	36	27	51	1907
AT4G25386	0	0	0	135
AT1G32500	8178	6692	13904	2284
AT1G69790	163	268	280	2405
AT1G56250	28	15	42	1396
AT1G69792	0	0	0	100
AT1G69795	0	0	0	95
AT1G67330	41	18	48	1323
AT1G69797	0	0	0	112
AT1G49475	34	34	64	1097
AT1G49470	1495	838	2463	1141
AT5G60750	1476	1670	2756	2470
AT1G64680	13933	12151	24904	1381
AT4G29780	198	1252	2733	1997
AT3G60210	2666	2378	4708	1676
AT2G47120	0	0	0	880
AT3G07820	1	0	0	1656
AT2G35880	2308	3156	4788	2883
AT2G46830	9797	7301	15283	3238
AT2G04037	0	0	0	474
AT4G02870	0	0	0	1093
AT4G02871	0	0	0	153
AT2G04032	362	341	920	1552
AT4G22400	0	0	0	1184
AT2G04030	37820	25343	62931	4264
AT2G04031	0	0	0	620
AT3G04735	0	0	0	318
AT3G04730	9054	13016	15891	1991
AT2G04038	3	0	2	501
AT2G04039	8373	6379	12823	1305
AT1G63300	519	546	1176	4028
AT4G29250	2	3	2	1593
AT1G76480	0	0	0	1353
AT3G21890	156	24	152	621
AT2G01770	0	0	0	1667
AT3G05460	0	0	0	935
AT4G07990	1151	920	2025	3728
AT1G27350	950	1028	2102	1275
AT5G13080	4	2	1	1411
AT4G03470	0	0	0	2225
AT4G21895	0	0	0	1628
AT4G19960	1575	2015	2485	3523
AT2G36280	0	0	0	37
AT1G16090	237	129	296	1564
AT5G53950	0	0	0	1858
AT5G56070	0	0	0	526
AT5G03060	22	23	58	1293
AT5G19980	1255	1042	2022	1366
AT5G55460	108	89	165	618
AT5G56075	0	0	0	1054
AT1G45150	796	904	1332	5056
AT1G71280	2	2	3	2012
AT5G16100	0	0	0	1169
AT4G37720	0	0	0	358
AT4G38710	9081	3756	14601	2225
AT2G27970	423	254	682	1086
AT3G52130	15	7	4	542
AT1G34010	881	777	1618	1654
AT1G10440	0	0	0	72
AT3G28340	146	363	815	1606
AT1G65220	2785	3509	4772	2860
AT3G28345	139	76	156	5023
AT4G35760	5066	3863	8256	2357
AT2G05850	4	0	0	1807
AT1G21210	5	2	8	2936
AT4G37890	41	31	75	2349
AT4G37895	5	2	12	1634
AT3G20410	1846	2106	3084	2921
AT2G02080	2901	2331	5112	3549
AT2G43710	17075	11967	28952	2928
AT3G17210	5231	4702	9391	917
AT4G05590	304	271	472	1447
AT5G52600	1	1	1	867
AT5G52605	0	0	0	385
AT1G70880	3	1	9	898
AT3G16160	1	6	8	1725
AT3G62100	11	25	29	971
AT4G04640	153229	137294	285185	1521
AT4G18360	5	2	4	2764
AT3G27825	0	0	0	72
AT5G04590	40512	33311	61545	3171
AT3G27820	16590	14196	25894	2943
AT2G06500	0	0	0	2506
AT5G19590	5411	5106	8645	1374
AT4G35490	2584	2112	4726	773
AT5G54730	1549	2004	2781	3553
AT4G01030	341	313	473	2702
AT4G01037	5813	3439	9671	1993
AT5G40000	0	0	0	1413
AT5G15450	15280	12473	23645	4136
AT4G34520	0	0	0	1638
AT5G04045	1	0	0	552
AT5G04047	0	0	0	646
AT5G04040	4098	8357	8240	3838
AT5G16810	2552	3001	4312	3189
AT3G18110	3492	2309	5870	4850
AT3G25545	802	516	1267	1785
AT3G25540	1358	1040	1973	2351
AT3G29430	0	0	0	1437
AT3G29431	0	0	0	138
AT1G19370	774	1081	1724	2171
AT1G19371	1	1	2	190
AT1G19373	0	0	0	76
AT1G62940	0	1	0	2213
AT2G18850	618	645	1179	2956
AT4G10170	879	1120	1501	1207
AT3G48980	238	227	482	3002
AT5G14410	625	782	1334	664
AT4G15520	433	384	703	1804
AT5G47980	0	0	1	1589
AT1G20270	898	700	1488	2319
AT3G63270	616	557	932	1857
AT1G21960	0	0	0	615
AT2G20740	1391	1893	2644	1906
AT4G01690	16359	16390	32139	2547
AT2G15360	0	1	0	394
AT2G03840	1	0	0	946
AT1G25240	0	0	0	1263
AT4G00342	0	0	0	180
AT4G00340	3177	2839	5932	2873
AT5G36460	0	0	0	357
AT1G61415	10	3	5	1337
AT5G35740	396	360	947	743
AT1G14630	89	76	236	1583
AT1G33370	0	0	0	69
AT1G13360	5354	2129	6947	937
AT5G47230	209	1051	1633	1191
AT2G19810	515	1850	1140	1546
AT3G11300	0	0	0	1127
AT1G79860	0	0	0	2084
AT1G21866	0	0	0	461
AT1G19950	426	477	887	2541
AT3G22700	0	0	2	1017
AT4G19180	1235	1211	2084	3089
AT4G01960	798	1112	1835	1956
AT4G19185	446	462	771	2630
AT1G67810	25	51	31	862
AT5G09270	189	180	341	1337
AT3G26010	0	0	0	1416
AT5G41690	353	325	520	4966
AT3G23255	289	326	501	1404
AT2G20680	477	682	743	2707
AT3G23250	35	46	131	1618
AT1G18020	2050	4386	4097	1670
AT5G10970	34	48	86	819
AT3G24700	0	0	0	750
AT3G11591	18	18	46	443
AT3G62530	26652	24251	57284	1161
AT2G27210	2828	2551	4865	6790
AT1G32790	4634	5451	8320	2684
AT1G52920	44	36	86	1778
AT1G26600	92	111	166	795
AT3G61700	2428	2026	3994	3883
AT2G22450	393	799	798	2368
AT1G22730	2115	1695	3779	2891
AT4G17960	430	353	760	1611
AT2G21900	0	0	0	2074
AT1G28550	0	0	0	733
AT4G16380	5540	5554	9840	1665
AT1G80245	339	211	620	1365
AT1G80240	0	1	2	1483
AT4G26770	12	2	3	2776
AT2G47820	235	225	418	3415
AT5G42340	0	2	0	2563
AT4G07526	0	0	0	1448
AT3G60560	0	0	0	321
AT4G07524	0	0	0	628
AT5G44970	0	0	0	1504
AT3G10470	2	5	16	1504
AT5G40270	543	588	939	4061
AT5G40275	0	0	0	1862
AT3G21710	43	47	83	1441
AT2G16040	0	0	0	1578
AT1G12100	25	23	74	600
AT5G44790	3046	3205	5357	4379
AT1G64890	205	379	476	1859
AT3G46720	0	1	2	1494
AT5G48650	0	0	0	2922
AT3G15530	928	1760	2595	1688
AT3G26420	5	6	7	4489
AT4G17380	28	38	50	5452
AT3G15534	0	0	2	207
AT5G07710	534	491	928	2412
AT3G15536	9	10	14	600
AT3G27050	3061	3215	5799	1605
AT5G65130	2	2	6	834
AT3G41979	37205	1076	13469	164
AT1G50780	0	2	3	1811
AT5G62480	10	1	0	927
AT5G02070	118	83	166	2326
AT1G53320	2275	4161	4391	2491
AT5G21960	3	18	98	946
AT1G53325	0	0	0	507
AT3G17970	3719	2147	5579	4057
AT1G29600	446	273	522	2198
AT4G17030	361	314	968	1705
AT1G57830	0	0	0	495
AT1G57835	0	0	0	887
AT5G65683	1043	627	1512	2464
AT1G51780	19	11	12	2075
AT4G21200	8	0	3	3917
AT5G65687	703	706	1118	3044
AT5G65685	2660	2408	4443	2788
AT4G12600	6663	3648	12390	1315
AT5G59590	4	0	4	1667
AT3G06420	349	608	655	1408
AT1G50430	4058	4304	7491	3721
AT4G27910	614	661	1093	5781
AT1G23950	1690	1526	3139	1868
AT1G13020	3065	2658	5715	3141
AT2G25100	634	667	1222	2475
AT3G43230	2392	2905	4187	2459
AT1G07860	0	0	0	521
AT1G11450	33	31	125	1919
AT3G60200	278	592	639	1264
AT1G57780	0	0	1	1229
AT4G14605	1907	1913	3189	2286
AT1G20600	1	2	2	1306
AT1G74730	20406	17622	37432	1131
AT4G14600	347	330	524	1936
AT5G38195	0	0	0	420
AT5G38197	0	0	0	291
AT3G06390	0	0	0	1048
AT5G38190	0	0	0	3719
AT2G16955	0	0	0	192
AT2G16950	4822	3766	7119	7356
AT3G61310	1074	1047	1860	2239
AT4G25450	4460	3990	7278	4239
AT3G26830	27	38	44	1758
AT1G52490	0	0	0	2794
AT1G74080	0	0	0	1836
AT3G53490	217	263	411	1602
AT1G74088	88	119	235	1635
AT2G28970	16	18	7	4245
AT1G15220	278	389	574	1340
AT2G31240	786	467	1178	2146
AT3G58860	0	0	0	1565
AT3G44610	498	786	1049	4047
AT5G22680	0	0	0	708
AT3G55890	20	41	79	1186
AT2G24270	23976	25043	40861	2907
AT1G52140	378	366	682	891
AT3G48510	3	11	11	1185
AT3G48515	0	0	0	36
AT3G53720	1613	1246	2784	4435
AT4G15950	365	361	681	1447
AT4G15953	3	10	18	441
AT4G15955	331	391	583	1888
AT1G21550	156	309	502	776
AT2G17600	0	0	0	1743
AT3G02890	1133	1113	2217	5417
AT1G02990	1699	1916	3069	5920
AT5G22530	2	9	15	668
AT3G55760	2091	2686	4218	2622
AT3G62660	3194	4612	6054	1957
AT5G57710	11515	14359	20785	3560
AT5G66562	0	0	0	84
AT4G24320	44	34	100	1188
AT5G66560	5	10	13	2666
AT4G23110	0	0	0	714
AT5G66564	0	1	0	84
AT5G66568	0	0	0	74
AT1G08660	1641	1526	2861	2754
AT3G18840	21	20	42	2037
AT1G72360	115	126	176	1016
AT5G23480	171	131	254	2965
AT5G37473	0	0	0	318
AT1G60400	0	0	0	1394
AT5G37470	0	0	3	1890
AT5G37475	2282	1655	3900	2685
AT5G37474	0	0	0	342
AT5G50940	64	93	140	1902
AT1G14170	198	312	375	2614
AT5G36700	57930	50398	99740	2856
ATCG00720	2262	310	885	1452
AT3G55485	21	1	6	505
AT3G03270	480	425	846	1806
AT3G03272	4	2	11	781
AT5G27470	5037	4523	9348	2382
AT5G07020	21950	20151	41354	1917
AT1G43730	0	0	0	1062
AT5G63420	2518	2342	4588	5583
AT5G60190	240	378	533	1623
AT1G09040	301	330	496	4053
AT1G58330	0	0	0	912
AT3G59090	1774	2083	2955	3531
AT1G01710	2194	2282	3954	4944
AT3G49390	1353	1158	2445	3437
AT5G67210	122	150	287	1209
AT5G38040	118	111	221	1432
AT4G22240	11964	11870	20104	1502
AT5G45775	8058	5878	17112	1508
AT3G04130	303	265	652	2412
AT3G05260	12	4	0	1522
AT5G44010	153	180	264	2235
AT4G29010	9953	11227	17498	5104
AT3G03850	199	290	253	631
AT3G03852	0	0	0	72
AT1G03710	12	13	22	1301
AT4G27140	18	0	2	703
AT5G20170	928	992	1842	3318
AT3G54380	551	694	1021	2911
AT1G49670	4012	3744	6134	5305
AT2G41880	952	865	1346	2605
AT4G09800	10863	9162	20887	1486
AT5G51710	671	583	1228	4441
AT1G58590	148	58	182	733
AT1G06290	4640	4976	8351	3927
AT1G71040	3462	3917	5387	3357
AT2G26250	18648	23204	40971	2725
AT5G23720	675	757	1233	4611
AT1G44170	1231	1396	1942	3922
AT5G43600	2275	2413	3971	3020
AT5G13860	307	315	600	1314
AT5G45760	495	501	965	2085
AT4G22930	3374	2162	5100	2708
AT5G20790	62	24	86	744
AT3G54960	1305	1179	2144	3531
AT5G28340	261	253	396	3043
AT3G58050	2724	2786	4395	4619
AT5G21222	5849	5958	10088	5252
AT2G10921	0	0	0	1149
AT2G10920	0	0	0	252
AT4G26230	6587	4379	12951	967
AT5G26790	53	32	61	520
AT1G34780	2416	1979	3763	1813
AT2G36792	47	67	82	1589
AT1G30000	1655	1520	2843	3258
AT3G06985	1	0	0	315
AT4G04402	0	0	0	1398
AT5G54531	0	0	0	165
AT5G54530	138	270	357	1705
AT3G56520	0	0	0	625
AT1G38630	0	0	0	459
AT1G06870	1061	911	1708	2394
AT5G50440	199	213	362	1419
ATMG00160	931	610	1174	2127
AT5G58630	3	9	21	1345
AT5G53620	3657	3352	6406	4284
AT3G19920	6	3	4	2096
AT5G52975	0	0	0	579
AT5G26240	2518	2178	3996	5208
AT5G52970	6298	6270	11537	1628
AT2G35150	15	39	54	1165
AT2G35155	1791	1238	3084	2972
AT1G71950	1411	1669	2758	1430
AT2G30380	0	1	3	2290
AT2G39860	0	0	0	72
AT2G39865	0	0	0	147
AT5G50190	0	0	0	1037
AT4G29900	4382	5410	6775	8691
AT4G29905	9467	24803	24328	711
AT2G32720	921	836	1972	1758
AT2G38400	565	1686	1292	2469
AT2G29780	0	0	0	1543
AT4G30480	1288	1575	2556	1769
AT2G30650	0	1	1	2604
AT3G59870	2042	2223	3866	2133
AT5G53080	704	707	1223	2754
AT1G69200	6613	4182	12118	2617
AT5G22940	95	119	161	2242
AT3G56530	0	0	0	1135
AT4G30730	14	20	45	315
AT1G27530	3063	2454	4907	1373
AT1G48880	219	240	451	1893
AT1G70600	21132	9826	37325	737
AT1G10020	1900	2969	4688	2384
AT5G59390	0	3	3	2218
AT2G28780	0	0	1	3388
AT4G31280	0	0	2	205
AT4G20300	2097	1998	4056	3776
AT5G14250	1712	1402	3087	2884
AT1G47280	0	1	0	2351
AT1G73550	4	9	9	781
AT1G12630	5	3	18	587
AT2G45990	3634	3638	6115	1914
AT3G07320	517	988	1301	2053
AT5G56900	1744	1706	2676	3345
AT1G72600	93	96	132	767
AT5G11570	2	1	3	2334
AT5G39865	49	60	106	1713
AT5G39860	1560	1203	3126	1039
AT4G32390	3441	2613	6424	1626
AT5G57720	0	0	0	1876
AT2G18380	55	94	179	1229
AT2G36710	0	1	4	1786
AT3G02660	1966	1703	3673	2212
AT4G36880	0	4	7	1768
AT3G32960	0	0	0	739
AT1G48260	546	616	870	3308
AT5G24820	0	0	0	1892
AT1G48267	0	0	0	90
AT1G28710	339	168	444	1435
AT1G02070	0	0	2	711
AT2G18650	89	113	184	1272
AT1G77380	17	19	19	2503
AT5G24825	0	0	0	181
AT4G00895	9234	9086	17554	856
AT4G00893	0	1	1	1663
AT4G32640	4111	3713	6919	8831
AT5G52020	30	14	46	991
AT4G36770	25	16	41	1479
AT1G68630	0	0	1	1722
AT5G66600	357	387	614	3827
AT2G19385	708	377	1234	1678
AT5G35100	6779	7639	13832	1107
AT2G19380	152	108	236	2749
AT4G23650	5229	5984	9997	2702
AT2G03780	1111	1000	2128	1825
AT1G12340	23	19	50	915
AT3G04670	1065	1333	1879	1993
AT1G62770	14	24	31	1005
AT5G28690	0	0	0	1354
AT5G40070	0	0	1	569
AT2G44640	3635	2672	6966	2154
AT1G26720	0	0	0	510
AT2G47590	17798	15395	31597	2267
AT2G37440	0	0	1	4056
AT5G14920	859	1772	1737	1502
AT4G18910	754	800	1325	2323
AT4G08360	0	1	1	1046
AT1G76380	423	697	798	3424
AT1G17640	237	343	456	1705
AT3G03130	71	75	167	2356
AT5G39130	0	5	7	943
AT1G16110	477	1245	888	2519
AT1G67690	490	418	791	4645
AT1G77920	528	484	744	2621
AT2G06095	0	0	0	1224
AT3G62440	0	0	0	1623
AT2G06090	0	0	0	408
AT1G29440	1395	1491	2103	602
AT2G43030	36690	35388	75650	1031
AT5G57130	779	536	1774	4589
AT2G02780	760	887	1565	2800
AT4G33110	7283	5876	12530	2291
AT2G19520	3115	2514	5690	3590
AT1G76030	16153	15052	27740	3397
AT2G35960	3536	2668	5923	1054
AT5G01890	1014	710	1909	3585
AT5G66680	3913	2998	6815	3124
AT1G29195	17	10	32	861
AT1G11690	0	0	1	744
AT3G60000	0	0	3	1984
AT5G13320	326	282	479	3542
AT4G38030	0	0	0	3658
AT1G27090	8117	10712	16177	2357
AT1G65920	490	564	951	4193
AT2G46640	254	387	481	2419
AT4G13820	27	23	31	2757
AT3G52030	974	988	1707	2356
AT4G37910	12773	6940	21216	3101
AT2G02120	32	9	15	806
AT2G43690	76	59	120	1995
AT5G33393	0	0	0	2159
AT5G33390	0	0	0	1032
AT4G05410	1258	474	2102	2696
AT5G55340	1	0	2	1155
AT5G33399	1	3	3	1186
AT1G20375	0	0	0	117
AT2G42340	18	24	8	1405
AT1G20370	1166	823	1882	2065
AT5G47860	2205	2396	3786	2904
AT1G65690	97	58	110	1524
AT5G38420	364220	226082	567453	1091
AT3G14970	0	1	0	663
AT1G10870	1591	1352	2532	7149
AT3G17400	0	0	0	558
AT3G13980	197	422	337	1225
AT2G43960	0	0	2	1601
AT5G09840	325	158	539	2974
AT2G27830	689	3810	2978	1258
AT1G61330	0	0	1	1553
AT5G03630	2855	3300	4786	2518
AT3G26580	9837	13270	21022	1658
AT4G38690	3114	4807	6419	1291
AT5G48610	832	825	1291	4369
AT5G04940	1503	1306	2511	2824
AT4G39340	6	9	34	384
AT5G19140	38219	55931	66804	2898
AT4G39345	0	0	0	72
AT5G15640	613	711	1143	2670
AT5G18230	9414	9482	16603	5806
AT1G80865	0	1	1	1020
AT1G80860	682	703	1271	1039
AT1G20950	3440	2755	6027	4177
AT3G55566	0	0	0	99
AT1G18720	3457	3658	6139	1931
AT4G38960	753	508	1311	2234
AT2G27780	0	0	0	1107
AT2G21370	4377	3386	7661	2593
AT1G10250	0	0	0	422
AT4G35519	0	0	0	123
AT4G18282	0	0	0	165
AT5G42560	1437	1946	2906	2330
AT4G18280	501	675	1146	738
AT4G35510	1023	931	1852	1921
AT2G14710	0	0	0	1472
AT2G45695	504	400	1104	887
AT1G08460	1068	1209	1853	2178
AT1G24010	0	0	1	697
AT5G12140	6209	6281	11669	1115
AT1G08465	810	886	1366	3969
AT5G37670	32	52	109	519
AT1G02600	0	0	0	72
AT4G14880	25742	28947	51512	2510
AT4G10700	0	0	0	796
AT5G28960	0	0	0	2193
AT1G61590	0	0	0	2574
AT3G62310	3662	2693	5560	3487
AT5G04360	3293	3476	5466	7113
AT4G18130	3110	2672	5043	3946
AT1G66640	0	0	0	1574
AT1G57300	0	0	0	82
ATCG01030	0	0	0	80
AT3G27670	2057	2100	3175	8160
AT2G13295	0	0	0	542
AT3G11800	1284	1338	2524	1622
AT2G45520	1586	1473	2962	1258
AT5G40840	111	113	212	4363
AT1G19230	18	2	9	5034
AT1G15757	0	0	0	335
AT5G09590	4548	2383	6921	3203
AT1G15750	5442	5657	9262	5814
AT5G10620	291	273	564	1296
AT1G18180	81	90	183	2071
AT1G14400	4941	6026	9262	1680
AT4G00130	3	2	2	803
AT3G16460	1196	1940	1718	3129
AT1G13755	0	0	0	682
AT1G13750	604	465	802	2842
AT4G15280	5	3	12	1437
AT2G15440	142	95	231	1218
AT1G53950	0	0	0	1541
AT3G49150	4	3	5	3061
AT4G16950	20090	26262	33081	5670
AT2G23200	2173	2205	3089	2633
AT5G01542	0	0	0	2215
AT5G25320	0	0	1	2128
AT2G17975	362	374	605	1932
AT2G17972	4753	3267	8734	746
AT1G03550	91	82	158	2334
AT4G11070	17	25	27	1492
AT4G15750	0	1	0	1051
AT1G17980	1694	1915	2830	4202
AT4G15755	0	0	0	870
AT5G09330	3695	3213	6727	3057
AT4G27300	1646	1495	1642	3041
AT4G19660	1617	1866	2606	1978
AT3G51710	66	105	168	1513
AT1G67990	1	0	0	1413
AT4G16480	1124	1518	2075	2085
AT4G25230	2142	1852	3403	5098
AT3G50040	89	39	129	1774
ATCG00810	241	160	360	483
AT5G47000	0	0	0	1390
AT3G11110	606	678	1175	477
AT1G51080	1614	1294	3066	1009
AT3G22910	367	270	841	3054
AT3G26200	48	95	125	1898
AT1G12805	2	0	0	523
AT1G12800	31789	26073	55054	3781
AT5G24800	1683	2247	3662	1470
AT5G01280	0	0	0	2227
AT3G24516	0	0	1	189
AT3G18235	9	5	3	630
AT3G24515	262	357	470	1808
AT3G18230	1117	1190	2098	2739
AT3G24513	0	0	0	471
AT3G24510	0	0	0	732
AT3G14560	503	655	984	1088
AT1G28450	3	3	5	558
AT3G24518	0	0	0	1360
AT3G49845	0	0	2	1041
AT3G49840	315	294	542	2531
AT5G63300	2	6	18	654
AT4G16220	0	0	0	1640
AT2G27000	5	2	15	1792
AT3G46390	0	0	0	429
AT5G67480	600	3342	1568	1817
AT5G64450	13	15	25	813
AT1G51620	11	29	44	1658
AT3G47440	0	0	2	1134
AT5G64350	4703	4195	7885	1474
AT4G28210	2662	1597	4546	1462
AT4G24540	482	459	985	3108
AT2G33030	0	0	0	657
AT2G13900	0	0	0	2166
AT5G48280	0	0	0	625
AT3G14690	8842	9010	14664	2149
AT2G16360	0	0	0	654
AT5G44700	9	4	4	4031
AT2G16365	3158	3463	5317	5158
AT1G55805	1208	1137	2305	717
AT3G01740	1536	1550	3167	1018
AT3G06210	516	836	913	3399
AT5G65490	1722	1888	3554	2517
AT4G21070	450	400	636	4647
AT5G65495	215	269	479	600
AT4G12830	7271	5667	10849	2447
AT3G53020	15868	10929	30619	1509
AT3G56050	10110	8469	15181	2989
AT2G26660	1009	1062	1616	2019
AT5G59830	1053	1025	1672	2144
AT3G52990	7578	7583	13536	3648
AT3G13510	1332	1114	2790	2592
AT1G23560	13	10	17	1648
AT1G75650	0	0	0	73
AT1G11860	99687	91771	186482	2163
AT1G33560	485	687	872	3238
AT5G25190	1351	2445	3171	959
AT2G30410	1316	1333	2327	1522
AT2G20840	430	584	950	2774
AT1G75717	0	0	0	343
AT1G53170	445	973	1172	916
AT4G27890	7	6	6	2244
AT2G34560	3641	4071	6918	2763
AT1G57660	10916	5596	19186	1018
AT5G26000	163536	194685	359708	2880
AT3G48490	86	73	176	622
AT5G62140	3040	2318	5071	880
AT3G52370	1445	982	2596	2293
AT2G25312	0	0	0	336
AT2G25310	2147	2286	3991	2126
AT2G28540	2696	2525	4433	5784
AT4G25790	0	2	3	1196
AT3G19615	0	0	0	438
AT1G79370	0	0	0	2230
AT3G19610	0	0	0	2227
AT1G73710	2082	1614	3480	2976
AT1G20030	422	1009	912	1920
AT1G72440	4425	2392	7526	5432
AT5G56660	696	880	1220	2050
AT5G51930	0	0	0	2446
AT2G46970	38	22	52	2337
AT1G56040	0	0	0	1979
AT1G56045	4601	3298	9309	841
AT3G61500	0	0	2	1761
AT5G58870	13425	12206	22168	3970
AT1G69120	0	0	0	3984
AT4G09210	0	0	0	872
AT4G20670	0	0	0	1083
AT3G02468	14006	11326	24149	2471
ATCG00020	58585	2770	12519	1062
AT3G02460	934	1036	1787	2995
AT3G16870	662	186	988	1069
AT3G12390	6538	5270	13608	1553
AT1G74290	148	116	216	2433
AT2G32810	4151	4236	7487	6224
AT1G48060	4	8	10	1154
AT1G05460	1296	1166	2195	3880
AT1G72190	488	561	946	2355
AT1G15410	1642	1201	2600	2604
AT1G15415	3	2	8	671
AT1G69690	892	782	1716	1628
AT1G78770	286	288	489	4529
AT3G44805	19	5	22	1043
AT3G44800	22	12	40	2695
AT4G36570	126	67	328	1057
AT2G10340	0	0	0	258
AT4G26850	48234	22392	67008	2639
AT3G61182	0	0	0	398
AT3G48720	5295	5201	9079	3141
AT1G42699	0	0	0	141
ATMG01350	2	1	2	438
AT2G38880	821	757	1503	2263
AT1G43560	8332	7331	15708	1780
AT3G49450	0	0	0	1194
AT1G32930	87	107	182	2918
AT4G30800	694	297	1231	1538
AT5G67390	2194	1193	3453	1569
AT5G24510	3	9	15	696
AT1G11610	0	0	0	2477
AT5G07090	24484	15846	44260	1698
AT1G63020	656	526	931	7548
AT1G55530	1709	1897	3199	2102
AT5G60540	1827	1524	2799	2180
AT1G55535	741	513	990	2352
AT2G40120	195	195	301	2654
AT3G32180	0	0	0	375
AT5G60548	0	0	0	3362
AT5G57520	8	13	12	720
AT3G03330	1190	1391	2335	2878
AT4G08160	230	212	453	3741
AT4G23320	42	17	51	2796
AT4G11911	0	4	2	1291
AT4G11910	36	25	42	1791
AT3G07650	93	255	166	2876
AT3G04300	35	63	79	838
AT3G09550	183	147	281	2490
AT3G51057	0	0	0	105
ATMG00290	56	36	42	1089
AT3G51050	2695	2100	4294	4034
AT5G52340	17	23	36	3138
AT5G67070	2600	2518	5310	827
AT3G56880	1112	4581	8924	1051
AT3G05650	413	260	702	2894
AT1G76630	1365	1160	2210	5344
AT2G32100	2204	2853	4054	934
AT5G17220	111	10	28	927
AT3G20660	101	145	167	3461
AT1G44030	0	0	0	2407
AT1G49000	72	184	133	707
AT1G49005	1	7	2	2837
AT3G01880	0	0	2	1779
AT1G59870	29578	53325	48533	5533
AT5G61630	0	0	0	846
AT3G59680	135	112	246	1953
AT1G58983	26741	15421	47241	1468
AT2G46400	323	292	844	1413
AT4G32980	3409	1478	4183	3323
AT3G57590	214	175	408	1215
AT5G44600	1034	922	2040	1812
AT5G48580	1809	1486	3457	2784
AT4G33050	1378	1956	2335	2574
AT5G55580	2811	1633	4330	2490
AT2G37050	2763	2602	4866	4741
AT3G22240	346	227	383	1204
AT5G59070	315	515	638	2196
AT1G74900	177	125	341	1735
AT1G54370	2331	2030	3843	3983
AT3G59530	147	134	268	2012
AT1G71360	765	498	1276	2703
AT4G02150	1376	1166	2382	3080
AT5G21070	769	795	1307	1603
AT3G01220	23	15	24	2058
AT5G48050	6	8	21	1110
AT1G69900	271	554	588	1451
AT1G07280	10416	11218	18761	3131
AT3G57040	3481	3169	5722	1819
AT3G21130	0	0	0	1104
AT1G06480	0	0	0	74
AT5G54180	1799	1346	3082	1772
AT2G36900	611	1128	1417	1388
AT1G50940	775	1003	1412	2199
AT1G07750	1330	1255	2402	1907
AT1G70100	2698	3596	5160	3016
AT4G28150	117	316	290	1704
AT3G28715	4417	4909	7950	2785
AT3G28710	6233	6873	11422	2825
AT1G34420	100	106	146	2984
AT5G12300	238	314	599	1483
AT1G68050	42	122	93	2214
AT1G24256	0	0	0	912
AT2G29080	7788	6603	12819	3659
AT1G24250	0	0	4	1105
AT4G34910	1246	736	1947	3617
AT2G42890	1093	2173	2026	4735
AT3G56310	3858	4393	6990	3113
AT1G30210	2426	2094	4342	3354
AT5G45260	1476	1324	2154	6407
AT4G04210	4107	3203	6876	1535
AT1G47670	545	527	1131	2872
AT4G08940	386	265	678	1399
AT4G35060	304	214	513	984
AT2G40940	1825	2472	3110	2942
AT4G08949	0	0	0	144
AT2G29330	0	0	0	1741
AT2G45320	171	249	351	2030
AT5G50250	6214	5725	12543	1527
ATMG00730	101	30	72	1447
AT5G49720	17551	21417	33889	2898
AT1G26090	828	899	1615	2390
AT5G46510	2154	2207	3623	6563
AT1G61860	12	19	41	1763
AT1G73450	956	903	1642	5042
AT1G22960	342	198	566	2157
AT5G42600	0	0	0	4729
AT2G35340	488	539	829	7420
AT2G35345	22	29	50	363
AT4G39890	167	209	223	1625
AT3G29040	0	0	0	980
AT5G15330	444	1019	850	1744
AT2G04420	4	9	6	762
AT2G04425	0	0	0	530
AT4G31360	436	352	981	1785
ATMG01060	1	1	0	324
AT2G28060	627	592	1157	2219
AT5G10210	12	14	46	997
AT4G17510	1012	968	1629	1800
AT1G22340	38	32	74	1627
AT5G47640	2158	4212	4701	1046
AT2G45810	5310	5145	8393	3320
AT5G43550	0	0	0	372
AT1G32210	1222	1391	2508	1912
AT2G41310	2082	1103	2989	2495
AT2G41312	255	188	520	1152
AT5G49890	2454	2144	3618	4232
AT3G02140	138	269	296	1222
AT4G00440	2040	1845	3184	4701
AT4G20530	0	1	1	2349
AT3G60900	13	12	65	1880
AT2G47410	3483	2820	5154	8959
AT3G24350	1453	1504	2616	2095
AT3G07510	313	440	947	985
AT1G66840	2849	1991	5340	2467
AT1G28690	97	80	170	1563
AT1G28695	0	0	0	1229
AT1G16830	97	32	120	1848
AT1G77220	1182	1439	2114	3087
AT5G01910	75	47	114	1005
AT4G03360	0	2	5	855
AT3G47600	523	785	1193	1893
AT4G19270	0	0	0	467
AT4G00880	3931	2329	5387	902
AT1G50110	85	99	213	2258
AT5G18860	1738	1558	2929	5136
AT1G29870	0	1	1	1881
AT1G49940	10	24	46	2663
AT4G18890	275	267	492	2934
AT1G64990	1560	1367	2493	5992
AT3G53220	56	51	132	709
AT2G23810	3117	8237	10283	1957
AT3G09050	3104	3257	5614	1494
AT1G67710	166	157	260	2394
AT4G37030	57	30	54	2833
AT5G26840	0	0	0	318
AT1G23760	15	13	20	2256
AT1G31970	6266	4348	11730	3025
AT1G35290	30	11	27	1298
AT3G15909	0	0	0	138
AT1G76170	227	200	379	2187
AT3G15900	1406	1397	2431	929
AT4G19850	12	27	50	932
AT1G10930	2473	1918	3452	7697
AT5G65550	17	11	37	1524
AT3G53590	2	0	1	4273
AT1G65710	61	35	87	1642
AT1G16300	324	226	458	3313
AT1G12680	1377	1849	2885	3060
AT1G21720	2775	2612	5107	1980
