pair	j1	j2	class	g1r1alt	g1r1cons	g1r2alt	g1r2cons	g1r3alt	g1r3cons	g2r1alt	g2r1cons	g2r2alt	g2r2cons	g2r3alt	g2r3cons	Locus1	Locus2
AT1G45170-AT5G42960	1-2	1-2	+IR	0	177	0	158	0	358	14	234	1	279	12	527	CDS	CDS
AT1G45170-AT5G42960	1-2	1-2	+ALTA	1	176	2	156	7	351	0	248	0	280	0	539	CDS	CDS
AT1G45170-AT5G42960	2-3	2-3	+IR	6	225	1	165	6	320	0	265	0	173	0	408	CDS	CDS
AT4G24260-AT5G49720	1-2	1-2	+IR	0	0	0	3	0	6	2	1356	2	1568	5	2328	CDS	CDS
AT4G24260-AT5G49720	2-3	2-3	-ALTD	0	0	0	1	0	4	3	1595	1	2217	1	3288	CDS	CDS
AT4G24260-AT5G49720	3-4	3-4	+IR	0	0	0	0	0	1	17	772	10	773	35	1133	CDS	CDS
AT4G24260-AT5G49720	4-5	4-5	+IR	0	2	0	4	0	2	6	1362	7	1481	18	1995	CDS	CDS
AT4G24260-AT5G49720	5-6	5-6	+IR	0	0	0	0	0	2	9	1170	11	1334	13	2011	CDS	CDS
AT3G04010-AT5G18220	1-2	1-2	+IR	3	2	1	6	1	7	10	0	2	0	7	1	CDS	CDS
AT2G19170-AT4G30020	3-4	3-4	+ALTA	0	35	0	29	0	42	26	165	12	120	50	245	CDS	CDS
AT2G19170-AT4G30020	3-4	3-4	-ALTA	4	31	1	28	1	41	0	191	0	132	0	295	CDS	CDS
AT2G19170-AT4G30020	4-5	4-5	+IR	4	49	7	18	4	47	0	276	0	266	0	610	CDS	CDS
AT2G19170-AT4G30020	5-6	5-6	+IR	0	40	0	35	0	84	1	281	1	235	2	536	CDS	CDS
AT2G19170-AT4G30020	9-10	9-10	+IR	0	49	0	37	0	119	1	286	1	241	1	423	CDS	CDS
AT2G19170-AT4G30020	10-11	10-11	+IR	0	42	0	46	0	89	15	329	6	268	50	593	CDS	CDS
AT1G66880-AT5G38210	8-9	3-4	+IR	34	153	29	110	48	172	0	0	0	0	0	0	CDS	CDS
AT4G24810-AT5G50330	1-2	1-2	+ALTD	67	72	54	67	100	150	0	22	0	14	0	32	CDS	CDS
AT4G24810-AT5G50330	1-2	1-2	+IR	46	93	43	78	94	156	0	22	0	14	0	32	CDS	CDS
AT4G24810-AT5G50330	2-3	2-3	+IR	96	132	63	103	185	213	0	28	0	32	0	45	CDS	CDS
AT4G24810-AT5G50330	7-8	7-8	+ALTD	0	276	0	164	0	369	1	30	5	32	4	52	CDS	CDS
AT4G24810-AT5G50330	7-8	7-8	+IR	40	236	9	155	29	340	28	3	22	15	35	21	CDS	CDS
AT4G24810-AT5G50330	8-9	8-9	+IR	19	224	7	192	20	337	0	17	0	17	0	25	CDS	CDS
AT4G24810-AT5G50330	8-9	8-9	-ALTD	2	241	1	198	3	354	0	17	0	17	0	25	CDS	CDS
AT4G24810-AT5G50330	9-10	9-10	-ALTD	16	248	13	155	20	321	0	19	0	15	0	49	CDS	CDS
AT4G24810-AT5G50330	9-10	9-10	+IR	55	209	40	128	83	258	4	15	3	12	1	48	CDS	CDS
AT1G16190-AT1G79650	1-2	1-2	+IR	2	166	2	132	6	294	1	149	1	150	2	401	CDS	CDS
AT1G16190-AT1G79650	6-7	7-8	+IR	3	65	5	59	11	122	0	120	0	76	0	157	CDS	CDS
AT1G16190-AT1G79650	9-10	10-11	+IR	0	164	0	156	0	313	10	152	8	107	11	235	CDS	CDS
AT1G14840-AT2G01750	4-5	5-6	+IR	3	162	1	206	5	341	0	38	0	29	0	46	CDS	CDS
AT1G14840-AT2G01750	7-8	8-9	+IR	11	161	8	122	11	246	0	21	0	20	0	49	CDS	CDS
AT1G14840-AT2G01750	8-9	9-10	+IR	6	190	2	180	2	327	0	31	0	31	0	57	CDS	CDS
AT1G14840-AT2G01750	9-10	10-11	+IR	7	305	1	316	7	651	0	40	0	50	0	117	CDS	CDS
AT2G21600-AT4G39220	2-3	2-3	+IR	17	455	8	501	31	699	17	188	16	220	13	313	CDS	CDS
AT3G46130-AT5G59780	1-2	1-2	+ALTD	0	463	0	200	0	807	212	772	108	390	270	1098	CDS	CDS
AT3G46130-AT5G59780	1-2	1-2	-ALTD	9	454	3	197	9	798	0	984	0	498	0	1368	CDS	CDS
AT3G46130-AT5G59780	1-2	1-2	+IR	444	19	189	11	791	16	758	226	373	125	1077	291	CDS	CDS
AT3G46130-AT5G59780	2-3	2-3	+IR	159	222	54	148	232	411	73	545	39	219	75	605	CDS	CDS
AT1G17420-AT1G72520	2-3	2-3	+IR	0	140	0	241	0	178	3	21	1	158	2	54	CDS	CDS
AT1G17420-AT1G72520	4-5	3-4	+IR	6	35	22	124	24	101	0	29	0	157	0	35	CDS	CDS
AT1G17420-AT1G72520	7-8	5-6	+IR	0	85	0	131	0	96	4	22	53	181	63	78	CDS	CDS
AT5G10270-AT5G64960	2-3	2-3	+IR	0	50	0	66	0	112	46	240	28	233	101	420	CDS	CDS
AT5G10270-AT5G64960	5-6	5-6	+IR	0	71	0	86	0	142	10	404	26	318	39	623	CDS	CDS
AT5G10270-AT5G64960	7-8	7-8	+IR	0	72	0	55	0	103	2	354	1	275	1	577	CDS	CDS
AT5G10270-AT5G64960	8-9	8-9	+IR	29	56	10	60	21	102	0	514	0	440	0	830	CDS	CDS
AT5G10270-AT5G64960	9-10	9-10	+IR	0	181	0	170	0	271	4	485	1	435	6	898	CDS	CDS
AT5G10270-AT5G64960	10-11	10-11	+IR	1	115	4	129	4	189	0	442	0	391	0	915	CDS	CDS
AT5G10270-AT5G64960	11-12	11-12	+IR	0	134	0	109	0	169	5	407	4	391	6	903	CDS	CDS
AT3G51080-AT5G66320	2-3	2-3	+IR	5	50	2	52	1	83	0	94	0	82	0	180	CDS	CDS
AT1G01700-AT4G00460	2-3	3-4	+IR	9	3	8	1	6	8	0	12	0	3	0	22	CDS	CDS
AT1G01700-AT4G00460	3-4	4-5	+IR	12	5	3	4	6	7	1	4	1	1	1	5	CDS	CDS
AT1G01700-AT4G00460	4-5	5-6	+IR	12	0	7	2	4	14	0	12	0	6	0	9	CDS	CDS
AT1G01700-AT4G00460	5-6	6-7	+IR	4	11	1	5	5	15	0	13	0	10	0	26	CDS	CDS
AT1G01700-AT4G00460	6-7	7-8	+IR	1	3	11	2	5	10	0	2	0	2	0	8	CDS	CDS
AT1G64090-AT5G41600	3-4	2-3	+IR	0	712	0	669	0	1377	7	422	11	464	12	700	CDS	CDS
AT1G64090-AT5G41600	5-6	4-5	+IR	9	649	6	632	15	1244	2	445	7	508	11	733	CDS	CDS
AT1G22200-AT1G36050	5-6	5-6	+IR	28	178	23	143	34	306	0	210	0	220	0	400	CDS	CDS
AT1G22200-AT1G36050	12-13	12-13	+IR	3	250	1	154	1	388	1	193	2	188	4	391	CDS	CDS
AT3G47060-AT5G58870	4-5	4-5	+IR	0	85	0	57	0	85	6	539	5	420	12	710	CDS	CDS
AT3G47060-AT5G58870	5-6	5-6	+IR	7	104	1	106	2	168	0	510	0	412	0	681	CDS	CDS
AT3G47060-AT5G58870	5-6	5-6	-ALTA	0	111	0	107	0	170	5	505	1	411	1	680	CDS	CDS
AT3G47060-AT5G58870	6-7	6-7	+IR	0	84	0	90	0	136	1	649	2	580	3	864	CDS	CDS
AT3G47060-AT5G58870	7-8	7-8	+IR	0	68	0	70	0	103	5	694	6	601	5	999	CDS	CDS
AT3G47060-AT5G58870	8-9	8-9	-ALTA	0	84	0	82	0	122	38	515	21	525	48	970	CDS	CDS
AT3G47060-AT5G58870	12-13	12-13	+IR	7	98	9	73	7	140	73	1237	35	1150	141	2042	CDS	CDS
AT2G39480-AT3G55320	1-2	1-2	+IR	3	30	4	46	3	77	0	18	0	23	0	40	CDS	CDS
AT2G39480-AT3G55320	10-11	10-11	+IR	6	40	4	59	4	68	0	67	0	46	0	96	CDS	CDS
AT1G12760-AT1G63170	1-2	1-2	+ALTA	10	199	4	259	11	298	0	242	0	174	0	354	CDS	CDS
AT1G12760-AT1G63170	1-2	1-2	+IR	5	204	5	258	10	299	17	225	5	169	13	341	CDS	CDS
AT1G12760-AT1G63170	2-3	2-3	+IR	18	201	16	348	21	470	9	218	10	233	24	406	CDS	CDS
AT1G12760-AT1G63170	3-4	3-4	+IR	2	182	4	291	3	451	3	178	2	200	4	372	CDS	CDS
AT1G12760-AT1G63170	4-5	4-5	+IR	2	347	4	444	15	618	1	265	4	272	8	568	CDS	CDS
AT1G12820-AT3G26810	2-3	1-2	+IR	10	227	7	361	15	624	35	161	14	229	38	405	CDS	CDS
AT1G12820-AT3G26810	3-4	2-3	+IR	15	294	6	289	25	596	25	184	14	208	37	367	CDS	CDS
AT5G10240-AT5G65010	1-2	1-2	+ALTD	0	107	0	117	0	276	16	3081	10	5018	19	7039	CDS	CDS
AT5G10240-AT5G65010	1-2	1-2	+ALTA	0	107	0	117	0	276	1	3096	1	5027	1	7057	CDS	CDS
AT5G10240-AT5G65010	1-2	1-2	+IR	0	107	0	117	0	276	50	3047	40	4988	42	7016	CDS	CDS
AT5G10240-AT5G65010	2-3	2-3	+IR	0	109	0	111	0	273	8	1044	15	1585	26	1949	CDS	CDS
AT5G10240-AT5G65010	3-4	3-4	+IR	0	96	0	103	0	257	1	1056	2	1609	5	1934	CDS	CDS
AT5G10240-AT5G65010	5-6	5-6	+IR	0	86	0	74	0	144	6	1099	2	1540	15	1856	CDS	CDS
AT5G10240-AT5G65010	6-7	6-7	+IR	0	107	0	75	0	155	42	927	24	1390	82	1614	CDS	CDS
AT5G10240-AT5G65010	7-8	7-8	+IR	0	86	0	58	0	150	122	817	147	1212	285	1456	CDS	CDS
AT5G10240-AT5G65010	7-8	7-8	-ALTA	0	86	0	58	0	150	4	935	6	1353	2	1739	CDS	CDS
AT5G10240-AT5G65010	8-9	8-9	+IR	0	95	0	78	0	193	24	1468	24	2096	62	2538	CDS	CDS
AT5G10240-AT5G65010	9-10	9-10	+IR	0	106	0	89	0	190	7	1044	5	1305	42	1479	CDS	CDS
AT5G10240-AT5G65010	9-10	9-10	-ALTD;+ALTA	0	106	0	89	0	190	2	1049	1	1309	1	1520	CDS	CDS
AT5G10240-AT5G65010	11-12	10-11	+IR	0	171	0	110	0	243	12	1409	10	1869	61	2122	CDS	CDS
AT5G10240-AT5G65010	12-13	11-12	+IR	0	167	0	133	0	236	10	1504	11	2009	76	2415	CDS	CDS
AT5G10240-AT5G65010	13-14	12-13	+IR	0	107	0	91	0	184	17	1288	13	1672	62	2144	CDS	CDS
AT5G10240-AT5G65010	13-14	12-13	-ALTA	0	107	0	91	0	184	1288	17	1672	13	2144	62	CDS	CDS
AT1G02890-AT4G02480	1-2	1-2	+IR	0	108	0	122	0	224	5	357	6	493	5	685	CDS	CDS
AT1G02890-AT4G02480	5-6	5-6	+IR	0	113	0	107	0	181	6	259	4	314	9	488	CDS	CDS
AT1G02890-AT4G02480	8-9	8-9	+IR	0	223	0	226	0	367	36	494	36	544	50	850	CDS	CDS
AT1G02890-AT4G02480	11-12	11-12	+IR	0	182	0	193	0	266	43	379	31	359	49	539	CDS	CDS
AT1G02890-AT4G02480	11-12	11-12	-ALTA	0	182	0	193	0	266	6	416	3	387	2	586	CDS	CDS
AT1G02890-AT4G02480	12-13	12-13	-ALTA	3	203	1	210	1	301	0	597	0	604	0	928	CDS	CDS
AT1G02890-AT4G02480	13-14	13-14	+IR	1	240	1	232	8	328	0	481	0	564	0	729	CDS	CDS
AT1G02890-AT4G02480	19-20	19-20	+IR	0	300	0	321	0	532	6	681	6	775	11	1082	CDS	CDS
AT1G02890-AT4G02480	22-23	22-23	+IR	0	420	0	430	0	688	2	863	1	1019	1	1653	CDS	CDS
AT1G02890-AT4G02480	24-25	24-25	+IR	0	294	0	272	0	425	6	953	7	973	15	1503	CDS	CDS
AT1G02890-AT4G02480	25-26	25-26	+IR	0	289	0	282	0	440	13	794	6	702	4	1148	CDS	CDS
AT1G02890-AT4G02480	26-27	26-27	+IR	8	330	1	330	14	491	6	726	3	785	4	1223	CDS	CDS
AT1G09940-AT1G58290	1-2	1-2	+ALTD	0	131	0	136	0	192	6	5793	9	5335	6	10300	CDS	CDS
AT1G09940-AT1G58290	1-2	1-2	-ALTA;+ALTD	0	131	0	136	0	192	2	5797	1	5343	3	10303	CDS	CDS
AT1G09940-AT1G58290	1-2	1-2	+IR	1	130	7	129	15	177	285	5514	107	5237	414	9892	CDS	CDS
AT1G09940-AT1G58290	2-3	2-3	+IR	0	131	0	116	0	178	461	7759	219	7098	874	13689	CDS	CDS
AT1G01440-AT4G01090	2-3	2-3	+IR	0	119	0	143	0	240	2	127	4	150	6	215	CDS	CDS
AT1G01440-AT4G01090	3-4	3-4	+IR	6	109	9	148	23	203	2	112	6	162	10	236	CDS	CDS
AT1G13950-AT1G26630	1-2	1-2	+IR	1	76	1	70	3	169	13	8440	30	7486	76	15877	CDS	CDS
AT1G10940-AT1G60940	2-3	2-3	+IR	16	491	3	468	11	926	0	630	0	530	0	1042	CDS	CDS
AT1G10940-AT1G60940	5-6	4-5	+ALTD	1	570	1	506	8	994	0	655	0	594	0	1085	CDS	CDS
AT1G10940-AT1G60940	5-6	4-5	+ALTA	0	571	0	507	0	1002	5	650	3	591	6	1079	CDS	CDS
AT1G10940-AT1G60940	6-7	5-6	-ALTA	3	669	4	638	12	1076	0	638	0	600	0	1045	CDS	CDS
AT1G10940-AT1G60940	6-7	5-6	+IR	19	653	41	601	54	1034	52	586	52	548	52	993	CDS	CDS
AT1G10940-AT1G60940	7-8	6-7	+IR	3	507	3	352	1	720	30	396	15	412	28	751	CDS	CDS
AT1G10940-AT1G60940	8-9	7-8	+IR	8	546	16	449	29	831	0	666	0	594	0	1027	CDS	CDS
AT1G10940-AT1G60940	9-10	8-9	-ALTA	0	537	0	409	0	725	15	665	17	618	21	1110	CDS	CDS
AT1G10940-AT1G60940	9-10	8-9	+IR	9	528	7	402	17	708	17	663	20	615	24	1107	CDS	CDS
AT3G48930-AT5G23740	2-3	2-3	+IR	0	4464	0	3432	0	10126	8	4944	1	2979	10	9621	CDS	CDS
AT3G48930-AT5G23740	2-3	2-3	-ALTA	9	4455	4	3428	3	10123	0	4952	0	2980	0	9631	CDS	CDS
AT3G48930-AT5G23740	3-4	3-4	+IR	5	4269	4	3145	15	9160	79	3861	31	2453	128	7793	CDS	CDS
AT3G48930-AT5G23740	4-5	4-5	+IR	1	3663	2	2619	2	6973	4	4011	2	2214	6	6334	CDS	CDS
AT3G48930-AT5G23740	5-6	5-6	+IR	0	2559	0	1722	0	4873	4	2351	4	1242	4	3555	CDS	CDS
AT1G18500-AT1G74040	3-4	3-4	+IR	12	527	6	575	10	962	0	379	0	409	0	873	CDS	CDS
AT1G18500-AT1G74040	5-6	5-6	+IR	0	609	0	587	0	1168	108	355	58	296	149	617	CDS	CDS
AT1G18500-AT1G74040	9-10	9-10	+IR	6	492	1	459	2	689	24	295	24	275	43	531	CDS	CDS
AT1G18500-AT1G74040	10-11	10-11	+ALTA	0	654	0	466	0	918	12	367	7	293	12	586	CDS	CDS
AT1G18500-AT1G74040	11-12	11-12	+IR	2	629	1	664	2	1226	0	551	0	465	0	812	CDS	CDS
AT4G17720-AT5G46870	2-3	2-3	+IR	6	218	3	168	5	359	0	31	0	30	0	49	CDS	CDS
AT4G25420-AT5G51810	1-2	1-2	+IR	13	22	5	17	8	21	0	0	0	6	0	1	CDS	CDS
AT4G17900-AT5G46710	2-3	2-3	+IR	4	186	2	320	9	307	7	91	6	219	51	288	CDS	CDS
AT1G12900-AT3G26650	1-2	1-2	+ALTD	46	52488	38	43314	129	103973	0	48649	0	46903	0	97975	CDS	CDS
AT1G12900-AT3G26650	1-2	1-2	+ALTA;-ALTD	5	52529	8	43344	24	104078	0	48649	0	46903	0	97975	CDS	CDS
AT1G12900-AT3G26650	1-2	1-2	-ALTA	3	52531	8	43344	22	104080	0	48649	0	46903	0	97975	CDS	CDS
AT1G12900-AT3G26650	1-2	1-2	-ALTD;+ALTA	0	52534	0	43352	0	104102	7	48642	6	46897	6	97969	CDS	CDS
AT1G12900-AT3G26650	1-2	1-2	+IR	142	52392	96	43256	210	103892	40	48609	19	46884	75	97900	CDS	CDS
AT1G12900-AT3G26650	2-3	2-3	-ALTD	17	41327	14	37773	27	94287	0	31597	0	34163	0	75898	CDS	CDS
AT1G12900-AT3G26650	2-3	2-3	+IR	473	40871	222	37565	718	93596	262	31335	53	34110	340	75558	CDS	CDS
AT1G12900-AT3G26650	2-3	2-3	+ALTA	14	41330	5	37782	3	94311	3	31594	3	34160	3	75895	CDS	CDS
AT1G12900-AT3G26650	3-4	3-4	+ALTA	9	34367	5	27475	7	61782	0	32061	0	28061	0	55076	CDS	CDS
AT1G12900-AT3G26650	3-4	3-4	-ALTA	6	34370	14	27466	31	61758	0	32061	0	28061	0	55076	CDS	CDS
AT1G12900-AT3G26650	3-4	3-4	+IR	313	34063	120	27360	367	61422	278	31783	76	27985	275	54801	CDS	CDS
AT1G12900-AT3G26650	4-5	4-5	+ALTD;-ALTA	0	40842	0	31636	0	75540	1	32784	1	28355	6	56864	CDS	CDS
AT1G12900-AT3G26650	4-5	4-5	-ALTD;-ALTA	0	40842	0	31636	0	75540	5	32780	2	28354	2	56868	CDS	CDS
AT1G12900-AT3G26650	4-5	4-5	+IR	616	40226	304	31332	830	74710	217	32568	78	28278	251	56619	CDS	CDS
AT1G12900-AT3G26650	4-5	4-5	-ALTA	1	40841	4	31632	3	75537	1	32784	1	28355	2	56868	CDS	CDS
AT1G17540-AT1G72760	8-9	8-9	+IR	0	0	0	0	0	0	9	0	5	0	9	0	CDS	CDS
AT4G04340-AT4G22120	5-6	5-6	+IR	12	727	1	821	7	1376	0	27	0	35	0	65	CDS	CDS
AT4G04340-AT4G22120	6-7	6-7	+IR	37	607	46	724	82	1169	0	41	0	37	0	72	CDS	CDS
AT4G04340-AT4G22120	10-11	8-9	+IR	35	928	18	926	19	1494	0	58	0	45	0	80	CDS	CDS
AT4G04340-AT4G22120	11-12	9-10	+IR	15	982	34	974	55	1622	0	45	0	49	0	65	CDS	CDS
AT4G27910-AT5G53430	3-4	3-4	+IR	0	34	0	48	0	46	1	40	3	37	1	68	CDS	CDS
AT4G27910-AT5G53430	4-5	4-5	+IR	3	34	1	36	1	54	0	40	0	54	0	91	CDS	CDS
AT4G27910-AT5G53430	8-9	8-9	+IR	1	16	1	39	2	57	0	46	0	26	0	75	CDS	CDS
AT4G27910-AT5G53430	9-10	9-10	+IR	0	18	0	40	0	43	3	33	3	22	5	46	CDS	CDS
AT4G27910-AT5G53430	10-11	10-11	+IR	2	30	2	32	3	39	0	49	0	39	0	78	CDS	CDS
AT4G27910-AT5G53430	22-23	22-23	+IR	0	23	0	27	0	52	4	65	1	60	3	118	CDS	CDS
AT3G10340-AT5G04230	1-2	1-2	+IR	2	30	1	16	2	37	13	231	8	144	20	396	CDS	CDS
AT3G10340-AT5G04230	2-3	2-3	-ALTD	0	18	0	22	0	42	189	3	139	1	307	4	CDS	CDS
AT2G45960-AT3G61430	1-2	1-2	-ALTA	0	13565	0	12632	0	28134	1	3235	2	3448	5	5813	CDS	CDS
AT2G45960-AT3G61430	1-2	1-2	+IR	228	13337	99	12533	280	27854	127	3109	154	3296	162	5656	CDS	CDS
AT2G45960-AT3G61430	2-3	2-3	+ALTD	0	11358	0	9149	0	19651	436	3216	377	3475	661	5593	CDS	CDS
AT2G45960-AT3G61430	2-3	2-3	-ALTA	3	11355	2	9147	1	19650	0	3652	0	3852	0	6254	CDS	CDS
AT2G45960-AT3G61430	2-3	2-3	+IR	113	11245	58	9091	132	19519	68	3584	96	3756	123	6131	CDS	CDS
AT2G45960-AT3G61430	3-4	3-4	-ALTD	9104	226	8118	124	17036	355	0	2826	0	3048	0	5057	CDS	CDS
AT2G45960-AT3G61430	3-4	3-4	+IR	226	9104	119	8123	348	17043	38	2788	57	2991	88	4969	CDS	CDS
AT2G47060-AT3G62220	3-4	3-4	-ALTD	2	226	7	449	3	462	0	67	0	98	0	131	CDS	CDS
AT2G47060-AT3G62220	3-4	3-4	+IR	64	164	58	398	126	339	3	64	5	93	7	124	CDS	CDS
AT2G47060-AT3G62220	4-5	4-5	+IR	9	250	9	471	45	422	0	99	0	135	0	185	CDS	CDS
AT2G47060-AT3G62220	6-7	6-7	+IR	20	226	15	354	100	347	15	116	9	143	13	228	CDS	CDS
AT1G23320-AT1G70560	2-3	2-3	+IR	0	0	0	0	0	0	2	52	1	31	4	112	CDS	CDS
AT1G23320-AT1G70560	3-4	3-4	+IR	0	0	0	0	0	0	5	64	1	37	4	122	CDS	CDS
AT3G02990-AT5G16820	1-2	1-2	+ALTA	4	36	6	26	7	42	0	134	0	197	0	213	CDS	CDS
AT3G02990-AT5G16820	1-2	1-2	+ALTD	1	39	4	28	4	45	0	134	0	197	0	213	CDS	CDS
AT3G02990-AT5G16820	1-2	1-2	+IR	31	9	16	16	29	20	6	128	5	192	16	197	CDS	CDS
AT1G53240-AT3G15020	1-2	1-2	+IR	1	3390	2	1592	5	5498	0	180	0	119	0	231	CDS	CDS
AT1G53240-AT3G15020	2-3	2-3	+IR	10	3514	8	1342	23	4376	8	244	1	127	6	357	CDS	CDS
AT1G53240-AT3G15020	3-4	3-4	+IR	2	4837	2	1991	5	6999	0	234	0	148	0	378	CDS	CDS
AT1G53240-AT3G15020	5-6	5-6	+IR	20	4915	3	2094	15	7126	0	245	0	152	0	425	CDS	CDS
AT1G53240-AT3G15020	6-7	6-7	+IR	3	4431	2	2007	7	6890	2	317	5	194	1	555	CDS	CDS
AT2G47610-AT3G62870	2-3	2-3	-ALTA	0	5049	0	3212	0	9538	4	11465	2	6784	1	20294	CDS	CDS
AT2G47610-AT3G62870	2-3	2-3	+IR	1	5048	2	3210	5	9533	2	11467	1	6785	11	20284	CDS	CDS
AT2G47610-AT3G62870	3-4	3-4	+IR	4	3486	1	2363	7	6589	3	5559	1	3282	4	9482	CDS	CDS
AT2G47610-AT3G62870	4-5	4-5	+IR	0	2308	0	1683	0	4841	17	3087	1	1844	24	5399	CDS	CDS
AT2G47610-AT3G62870	5-6	5-6	+IR	1	2982	7	2152	16	6180	22	4053	3	2234	28	7134	CDS	CDS
AT4G04860-AT4G21810	1-2	1-2	+IR	0	128	0	120	0	180	4	228	30	448	22	417	CDS	CDS
AT4G04860-AT4G21810	2-3	2-3	+IR	6	116	6	128	8	165	28	268	65	427	88	453	CDS	CDS
AT4G04860-AT4G21810	3-4	3-4	+IR	20	121	21	122	19	158	1	355	2	718	4	815	CDS	CDS
AT4G04860-AT4G21810	4-5	4-5	+IR	2	88	4	129	7	139	9	300	9	471	27	532	CDS	CDS
AT4G04860-AT4G21810	5-6	5-6	+IR	2	149	5	137	3	156	0	349	0	531	0	618	CDS	CDS
AT2G19670-AT4G29510	8-9	8-9	+IR	0	61	0	29	0	115	4	298	2	226	9	489	CDS	CDS
AT4G25090-AT5G51060	10-11	10-11	+IR	0	0	0	0	0	0	1	0	2	0	2	1	CDS	CDS
AT1G33490-AT4G10140	2-3	2-3	+IR	4	288	1	241	3	448	0	72	0	86	0	123	CDS	CDS
AT1G33490-AT4G10140	3-4	3-4	+IR	13	286	15	250	27	468	6	86	3	102	12	132	CDS	CDS
AT1G06890-AT2G30460	3-4	3-4	+IR	3	169	7	174	3	316	47	134	31	81	55	220	CDS	CDS
AT1G06890-AT2G30460	5-6	5-6	+IR	0	195	0	214	0	365	24	133	14	75	27	189	CDS	CDS
AT1G06890-AT2G30460	6-7	6-7	+IR	8	169	4	249	6	321	20	98	22	49	31	146	CDS	CDS
AT1G06890-AT2G30460	7-8	7-8	+IR	0	207	0	338	0	497	21	170	23	76	23	253	CDS	CDS
AT1G06890-AT2G30460	8-9	8-9	+IR	0	202	0	201	0	353	1	186	1	110	4	289	CDS	CDS
AT1G01050-AT4G01480	6-7	6-7	+IR	9	709	10	627	40	1073	0	200	0	125	0	319	CDS	CDS
AT1G01050-AT4G01480	7-8	7-8	+IR	21	583	5	552	26	1064	0	230	0	129	0	346	CDS	CDS
AT3G06010-AT5G19310	1-2	1-2	+IR	1	71	4	61	7	94	0	19	0	36	0	41	CDS	CDS
AT3G06010-AT5G19310	4-5	4-5	+IR	0	78	0	113	0	154	17	47	13	49	36	81	CDS	CDS
AT3G06010-AT5G19310	10-11	10-11	+IR	3	161	2	223	6	295	0	81	0	83	0	117	CDS	CDS
AT3G06010-AT5G19310	11-12	11-12	+IR	2	144	8	141	9	238	0	70	0	78	0	131	CDS	CDS
AT2G41740-AT3G57410	5-6	6-7	+IR	0	237	0	301	0	429	4	285	4	288	4	369	CDS	CDS
AT2G41740-AT3G57410	7-8	8-9	-ALTA	0	260	0	322	0	497	3	279	12	345	6	497	CDS	CDS
AT2G41740-AT3G57410	7-8	8-9	+IR	3	257	1	321	4	493	13	269	7	350	10	493	CDS	CDS
AT2G41740-AT3G57410	11-12	12-13	+IR	0	344	0	364	0	537	2	424	10	456	12	649	CDS	CDS
AT2G41740-AT3G57410	15-16	16-17	+ALTA	0	415	0	522	0	736	24	425	27	470	31	750	CDS	CDS
AT2G41740-AT3G57410	23-24	24-25	+IR	11	308	18	417	27	700	6	443	4	455	4	687	CDS	CDS
AT1G15030-AT2G01260	1-2	1-2	+IR	0	299	0	288	0	442	9	224	9	155	12	334	CDS	CDS
AT1G15030-AT2G01260	1-2	1-2	-ALTA	0	299	0	288	0	442	10	223	5	159	8	338	CDS	CDS
AT1G15030-AT2G01260	2-3	2-3	+IR	0	327	0	369	0	663	5	258	4	192	15	367	CDS	CDS
AT1G15030-AT2G01260	3-4	3-4	+IR	68	230	38	218	94	386	43	215	17	141	59	298	CDS	CDS
AT1G15030-AT2G01260	4-5	4-5	+IR	14	298	10	253	10	429	5	293	4	168	21	353	CDS	CDS
AT1G15030-AT2G01260	5-6	5-6	+IR	141	222	141	192	241	328	33	185	18	174	79	350	CDS	CDS
AT1G17520-AT1G72740	3-4	3-4	+ALTA	55	63	54	64	76	95	0	249	0	244	0	353	CDS	CDS
AT1G17520-AT1G72740	3-4	3-4	+IR	12	106	17	101	22	149	67	182	55	189	95	258	CDS	CDS
AT1G52280-AT3G16100	4-5	4-5	+IR	7	254	5	266	13	488	0	517	0	334	0	780	CDS	CDS
AT1G52280-AT3G16100	4-5	4-5	-ALTA	1	260	1	270	3	498	0	517	0	334	0	780	CDS	CDS
AT1G52280-AT3G16100	5-6	5-6	+ALTA	0	283	0	276	0	460	1	570	1	382	2	864	CDS	CDS
AT1G52280-AT3G16100	6-7	6-7	+IR	3	254	1	248	6	388	16	419	11	234	18	541	CDS	CDS
AT1G29980-AT2G34510	2-3	2-3	+IR	0	19	0	21	0	61	8	584	20	568	18	1094	CDS	CDS
AT3G10770-AT5G05100	1-2	1-2	-ALTA	21	457	15	597	15	831	0	273	0	357	0	443	CDS	CDS
AT3G10770-AT5G05100	1-2	1-2	+IR	42	436	21	591	34	812	11	262	4	353	13	430	CDS	CDS
AT3G10770-AT5G05100	2-3	2-3	+IR	23	403	5	449	25	589	0	224	0	336	0	469	CDS	CDS
AT3G10770-AT5G05100	2-3	2-3	-ALTD	24	402	29	425	34	580	0	224	0	336	0	469	CDS	CDS
AT1G02050-AT4G00040	1-2	1-2	+IR	0	25	0	22	0	54	81	80	56	67	111	148	CDS	CDS
AT1G21440-AT1G77060	1-2	1-2	+IR	0	457	0	465	0	614	2	388	3	419	2	657	CDS	CDS
AT1G21440-AT1G77060	2-3	2-3	+IR	53	504	42	434	94	673	22	415	40	509	33	776	CDS	CDS
AT1G21440-AT1G77060	6-7	5-6	+IR	44	392	51	363	68	581	0	379	0	406	0	597	CDS	CDS
