gene_name	species	junct	class	A_alt	A_nrm	B_alt	B_nrm	C_alt	C_nrm	unique_code
AT3G47010	AT	2-3	IR	5	37	10	22	11	49	na:na:+:IR
AT3G47010	AT	5-6	IR	5	48	13	37	9	64	na:na:+:IR
AT3G47010	AT	7-8	IR	2	51	1	58	3	96	na:na:+:IR
AT3G47010	AT	8-9	IR	19	45	7	57	6	89	na:na:+:IR
AT1G28330	AT	2-3	IR	32	83	299	418	139	201	na:na:+:IR
AT1G28330	AT	2-4	ALTA	22	566	293	3732	118	1738	9934289:9934336:-:ALTA
AT1G28330	AT	3-4	ALTP	85	44	398	480	197	239	9934289:9934336:-:ALTA;9934451:9934503:+:ALTD
AT1G28330	AT	3-4	IR	44	85	480	398	239	197	na:na:+:IR
AT1G50700	AT	2-3	IR	5	36	12	12	3	26	na:na:+:IR
AT1G23480	AT	1-2	IR	183	27	102	16	207	25	na:na:+:IR
AT1G23480	AT	2-3	IR	3	255	12	218	16	401	na:na:+:IR
AT1G23480	AT	4-5	ALTD	4	149	14	173	25	292	8334605:8334609:-:ALTD
AT1G23480	AT	4-5	ALTP	13	140	31	156	26	291	8334605:8334609:-:ALTD;8334716:8334719:+:ALTA
AT1G23480	AT	4-5	IR	25	128	32	155	35	282	na:na:+:IR
AT1G23480	AT	5-6	IR	1	144	3	158	2	279	na:na:+:IR
AT1G23480	AT	6-7	IR	7	201	21	192	6	348	na:na:+:IR
AT1G23480	AT	7-8	IR	2	161	19	177	14	276	na:na:+:IR
AT1G23480	AT	8-9	IR	21	153	46	189	14	346	na:na:+:IR
AT5G03300	AT	1-2	IR	19	772	12	651	22	1715	na:na:+:IR
AT5G03300	AT	10-11	IR	7	767	1	583	5	1249	na:na:+:IR
AT5G03300	AT	2-3	IR	17	807	13	849	20	1872	na:na:+:IR
AT5G03300	AT	3-4	IR	6	661	4	640	5	1356	na:na:+:IR
AT5G03300	AT	9-10	IR	2	907	1	628	1	1371	na:na:+:IR
AT1G52410	AT	11-13	ALTA	1	2062	9	2012	2	4133	19522695:19522711:+:ALTA
AT1G52410	AT	12-13	IR	1	123	15	155	4	295	na:na:+:IR
AT1G52410	AT	13-14	IR	7	190	4	195	1	409	na:na:+:IR
AT1G52410	AT	17-18	IR	12	103	8	101	26	212	na:na:+:IR
AT1G52410	AT	19-20	IR	2	159	3	136	2	269	na:na:+:IR
AT1G52410	AT	20-21	ALTA	3	143	5	111	2	211	19523853:19523870:+:ALTA
AT1G52410	AT	23-24	IR	2	154	1	143	2	244	na:na:+:IR
AT1G52410	AT	25-26	IR	2	106	1	97	3	241	na:na:+:IR
AT1G52410	AT	7-8	ALTA	2	73	1	82	1	177	19521945:19521953:-:ALTA
AT1G52410	AT	13-18	SKIP	1	2062	1	2020	2	4133	13-18
AT1G52410	AT	14-17	SKIP	3	2060	1	2020	10	4125	14-17
AT1G52410	AT	14-19	SKIP	2	2061	1	2020	1	4134	14-19
AT1G52410	AT	18-21	SKIP	1	2062	1	2020	1	4134	18-21
AT4G38180	AT	1-2	IR	5	24	2	19	9	45	na:na:+:IR
AT3G53410	AT	1-2	IR	8	80	4	49	13	78	na:na:+:IR
AT4G13550	AT	1-2	ALTD	2	198	1	191	3	325	7876611:7876706:-:ALTD
AT4G13550	AT	11-12	IR	4	297	3	242	9	376	na:na:+:IR
AT4G13550	AT	13-14	IR	6	231	2	195	7	300	na:na:+:IR
AT4G13550	AT	16-17	IR	1	154	2	164	4	260	na:na:+:IR
AT4G13550	AT	3	CRIN	147	3356	164	3221	274	5016	7876195:7876295:-:CRIN
AT4G13550	AT	3-3	CREX	12	3491	8	3377	8	5282	7876195:7876295:+:CREX
AT4G13550	AT	3-4	ALTA	157	3	144	1	271	0	7875902:7875926:-:ALTA
AT4G13550	AT	4-5	ALTA	2	115	3	143	5	215	7875736:7875742:-:ALTA
AT4G13550	AT	4-5	IR	4	113	5	141	9	211	na:na:+:IR
AT4G13550	AT	6-7	IR	15	215	7	193	17	253	na:na:+:IR
AT4G13550	AT	7-8	ALTA	1	239	1	201	3	306	7873876:7873881:+:ALTA
AT4G13550	AT	12-14	SKIP	5	3498	1	3384	3	5287	12-14
AT4G37200	AT	1-2	ALTA	3	646	4	736	4	1058	17510987:17511002:-:ALTA
AT4G37200	AT	1-2	IR	13	636	6	734	8	1054	na:na:+:IR
AT4G37200	AT	2-3	ALTA	6	992	3	1061	6	1635	17510643:17510685:-:ALTA
AT4G37200	AT	2-3	IR	12	986	7	1057	13	1628	na:na:+:IR
AT4G37200	AT	3-4	IR	49	1385	23	1330	62	2186	na:na:+:IR
AT3G13120	AT	1-2	IR	5	3417	3	2886	6	5755	na:na:+:IR
AT3G13120	AT	2-3	IR	6	3209	5	2782	21	5607	na:na:+:IR
AT3G13120	AT	3-4	ALTD	32	5086	31	4515	65	9851	4220273:4220288:+:ALTD
AT3G13120	AT	3-4	IR	27	5091	34	4512	47	9869	na:na:+:IR
AT2G43180	AT	2-3	IR	3	166	5	122	17	225	na:na:+:IR
AT2G43180	AT	4-5	ALTA	30	202	22	145	42	328	17954229:17954231:-:ALTA
AT2G43180	AT	5-6	IR	3	158	7	134	23	265	na:na:+:IR
AT2G43180	AT	6-7	IR	1	169	1	143	1	282	na:na:+:IR
AT5G22608	AT	1-2	ALTA	2	148	2	149	2	280	7513618:7513624:-:ALTA
AT5G22608	AT	1-2	IR	148	2	147	4	277	5	na:na:+:IR
AT5G22608	AT	2-3	IR	168	0	145	0	285	0	na:na:+:IR
AT5G22608	AT	3	CRIN	1	421	4	431	2	823	7514032:7514165:-:CRIN
AT5G22608	AT	3	CRIN	3	419	12	423	12	813	7514032:7514171:-:CRIN
AT5G22608	AT	1-3	SKIP	27	395	39	396	42	783	1-3
AT3G12290	AT	1-2	IR	10	848	7	1083	21	1925	na:na:+:IR
AT3G12290	AT	2-3	ALTD	6	1077	16	1145	26	1955	3920337:3920349:+:ALTD
AT3G12290	AT	2-3	IR	55	1028	12	1149	47	1934	na:na:+:IR
AT3G12290	AT	3-4	IR	101	847	53	816	102	1425	na:na:+:IR
AT3G12290	AT	4-5	IR	27	970	7	1133	57	1961	na:na:+:IR
AT5G57020	AT	1-2	ALTA	4	363	5	534	6	1029	23075448:23075484:-:ALTA
AT5G57020	AT	1-2	IR	2	365	7	532	13	1022	na:na:+:IR
AT1G10760	AT	11-12	ALTD	4	794	10	956	8	1148	3587702:3587705:-:ALTD
AT1G10760	AT	14-15	IR	2	977	5	1302	7	1823	na:na:+:IR
AT1G10760	AT	15-16	IR	1	636	3	950	9	1181	na:na:+:IR
AT1G10760	AT	16-17	IR	3	1022	2	1189	9	1501	na:na:+:IR
AT1G10760	AT	18-19	IR	5	761	8	797	23	1022	na:na:+:IR
AT1G10760	AT	19-20	IR	2	757	3	858	2	1067	na:na:+:IR
AT1G10760	AT	2-3	IR	146	0	123	0	144	0	na:na:+:IR
AT1G10760	AT	20-21	IR	3	694	3	910	14	1290	na:na:+:IR
AT1G10760	AT	22-23	IR	17	988	28	1220	30	1700	na:na:+:IR
AT1G10760	AT	23-24	IR	7	811	1	931	8	1324	na:na:+:IR
AT1G10760	AT	26-27	IR	5	1444	6	1620	10	2344	na:na:+:IR
AT1G10760	AT	27-28	IR	5	910	7	1058	7	1418	na:na:+:IR
AT1G10760	AT	28-29	IR	7	1080	19	1109	22	1482	na:na:+:IR
AT1G10760	AT	3-4	ALTA	2	821	5	1193	5	1671	3589938:3590075:-:ALTA
AT1G10760	AT	3-4	IR	3	820	3	1195	8	1668	na:na:+:IR
AT1G10760	AT	30-31	IR	13	1056	16	1152	46	1681	na:na:+:IR
AT1G10760	AT	32-33	IR	1	1243	7	1276	15	1888	na:na:+:IR
AT1G10760	AT	33-34	IR	17	921	7	1088	36	1504	na:na:+:IR
AT1G10760	AT	34-35	IR	6	1227	3	1455	21	2099	na:na:+:IR
AT1G10760	AT	6-7	IR	2	468	1	630	1	776	na:na:+:IR
AT1G10760	AT	7-8	IR	15	516	16	675	31	764	na:na:+:IR
AT1G10760	AT	9-10	IR	8	459	2	594	7	746	na:na:+:IR
AT5G42850	AT	1-2	IR	5	477	1	437	4	912	na:na:+:IR
AT5G42850	AT	2-3	IR	24	327	20	262	32	460	na:na:+:IR
AT5G61820	AT	1-2	ALTA	1	426	1	543	1	702	24836227:24836485:+:ALTA
AT5G61820	AT	1-2	ALTD	4	423	9	535	15	688	24836433:24836625:+:ALTD
AT5G61820	AT	1-2	IR	18	409	26	518	63	640	na:na:+:IR
AT5G61820	AT	2-3	IR	7	471	1	630	7	710	na:na:+:IR
AT5G61820	AT	3-4	IR	3	360	6	482	28	596	na:na:+:IR
AT5G61820	AT	4-5	IR	2	230	6	276	22	345	na:na:+:IR
AT3G14840	AT	17-18	IR	1	132	1	200	1	218	na:na:+:IR
AT3G14840	AT	2-3	IR	7	113	8	102	2	144	na:na:+:IR
AT3G14840	AT	21-22	IR	8	176	6	187	7	233	na:na:+:IR
AT3G14840	AT	22-23	IR	3	231	5	218	3	361	na:na:+:IR
AT3G14840	AT	23-24	IR	4	226	8	230	17	356	na:na:+:IR
AT3G14840	AT	3-4	IR	1	130	1	113	1	169	na:na:+:IR
AT3G14840	AT	5-6	ALTD	16	134	5	113	9	142	4989490:4989493:-:ALTD
AT3G14840	AT	5-6	IR	2	148	2	116	2	149	na:na:+:IR
AT3G19170	AT	10-11	ALTA	2	1342	1	1259	3	1999	6628385:6628408:-:ALTA
AT3G19170	AT	10-11	IR	6	1338	10	1250	11	1991	na:na:+:IR
AT3G19170	AT	11-12	ALTD	2	2881	1	2699	1	4449	6628132:6628280:+:ALTD
AT3G19170	AT	11-12	IR	7	2876	4	2696	16	4434	na:na:+:IR
AT3G19170	AT	12-13	IR	7	2773	7	2507	15	4964	na:na:+:IR
AT3G19170	AT	14-15	IR	14	3053	12	2602	14	4168	na:na:+:IR
AT3G19170	AT	15-16	IR	13	3718	4	3102	16	5111	na:na:+:IR
AT3G19170	AT	17-18	IR	4	4397	1	4006	4	7405	na:na:+:IR
AT3G19170	AT	4-5	IR	16	1168	18	1200	33	1691	na:na:+:IR
AT3G19170	AT	9-10	ALTP	1	1816	1	1873	2	3021	6628700:6628702:+:ALTA;6628770:6628772:-:ALTD
AT3G19170	AT	9-10	IR	2	1815	2	1872	7	3016	na:na:+:IR
AT3G19170	AT	3-5	SKIP	50	50342	46	46601	69	79872	3-5
AT5G08370	AT	1	CRIN	6	2573	5	2028	11	4356	2693361:2693438:-:CRIN
AT5G08370	AT	1-2	IR	7	145	3	155	3	308	na:na:+:IR
AT5G08370	AT	10-11	IR	9	315	1	271	14	544	na:na:+:IR
AT5G08370	AT	11-12	IR	10	419	4	333	13	733	na:na:+:IR
AT5G08370	AT	12-13	ALTD	20	279	14	200	28	482	2691523:2691533:-:ALTD
AT5G08370	AT	12-13	IR	25	274	1	213	22	488	na:na:+:IR
AT5G08370	AT	3-4	IR	9	186	1	208	4	360	na:na:+:IR
AT5G08370	AT	4-5	IR	53	130	14	128	75	226	na:na:+:IR
AT5G08370	AT	5-6	IR	2	359	2	240	5	482	na:na:+:IR
AT5G08370	AT	6-7	ALTA	21	336	12	202	33	494	2692418:2692457:-:ALTA
AT5G08370	AT	6-7	IR	21	336	9	205	22	505	na:na:+:IR
AT5G08370	AT	8-9	IR	3	505	3	345	12	835	na:na:+:IR
AT5G08370	AT	9-10	ALTA	3	403	3	329	2	692	2691925:2691930:-:ALTA
AT5G27380	AT	1-2	ALTA	3	398	2	599	1	840	9670361:9670379:-:ALTA
AT5G27380	AT	10-11	IR	3	694	14	636	26	992	na:na:+:IR
AT5G27380	AT	11-12	IR	2	451	6	473	17	750	na:na:+:IR
AT5G27380	AT	3-4	IR	3	348	3	420	3	629	na:na:+:IR
AT5G27380	AT	4-5	IR	98	345	103	401	108	583	na:na:+:IR
AT5G27380	AT	6-7	ALTP	1	447	2	496	1	748	9669359:9669359:+:ALTA;9669466:9669466:+:ALTD
AT5G27380	AT	6-7	ALTA	5	443	2	496	4	745	9669359:9669360:+:ALTA
AT5G27380	AT	6-7	IR	68	380	49	449	96	653	na:na:+:IR
AT5G27380	AT	7-8	IR	2	470	13	488	15	659	na:na:+:IR
AT5G27380	AT	8-9	IR	22	620	27	759	28	1122	na:na:+:IR
AT5G27380	AT	9-10	IR	11	433	21	478	21	720	na:na:+:IR
AT5G19250	AT	1-2	ALTA	17	2015	19	2134	37	4992	6472300:6472323:-:ALTA
AT5G19250	AT	1-2	IR	166	1866	68	2085	387	4642	na:na:+:IR
AT1G19520	AT	1-2	IR	3	134	1	85	8	236	na:na:+:IR
AT2G14080	AT	1	CRIN	5	3861	7	5403	23	5475	5925280:5925386:-:CRIN
AT2G14080	AT	1-2	IR	3	185	2	236	1	232	na:na:+:IR
AT2G14080	AT	4	CRIN	1	3865	4	5406	9	5489	5929343:5929418:-:CRIN
AT1G01240	AT	1-2	ALTD	43	452	43	627	63	731	100032:100220:+:ALTD
AT1G01240	AT	1-2	ALTA	2	493	7	663	9	785	100593:100656:+:ALTA
AT1G01240	AT	1-2	ALTA	6	489	1	669	2	792	100657:100692:-:ALTA
AT1G01240	AT	1-2	IR	216	279	306	364	345	449	na:na:+:IR
AT5G37780	AT	1-2	IR	28	0	42	0	49	0	na:na:+:IR
AT5G37780	AT	2-3	IR	19	0	14	0	12	0	na:na:+:IR
AT5G37780	AT	1-3	SKIP	783	1384	1109	2083	1790	2942	1-3
AT3G54790	AT	1-2	ALTA	8	95	12	147	32	188	20284139:20284375:-:ALTA
AT3G54790	AT	1-2	ALTA	4	99	2	157	14	206	20284329:20284375:-:ALTA
AT3G54790	AT	1-2	IR	14	89	28	131	17	203	na:na:+:IR
AT3G54790	AT	3-4	ALTA	2	130	1	155	3	318	20283802:20283813:-:ALTA
AT3G54790	AT	4-5	IR	1	129	2	147	5	264	na:na:+:IR
AT3G49640	AT	1-2	IR	3	108	2	104	4	244	na:na:+:IR
AT3G49640	AT	2-3	ALTA	32	56	38	57	67	145	18402054:18402067:+:ALTA
AT3G49640	AT	2-3	IR	9	79	6	89	7	205	na:na:+:IR
AT3G49640	AT	4-5	IR	1	101	2	96	5	153	na:na:+:IR
AT3G49640	AT	6-7	IR	6	80	3	73	6	127	na:na:+:IR
AT3G49640	AT	8-9	IR	28	69	19	48	32	94	na:na:+:IR
AT3G49645	AT	1-2	IR	16	24	40	13	41	35	na:na:+:IR
AT3G49645	AT	2-3	IR	3	35	5	28	3	54	na:na:+:IR
AT3G49645	AT	4-5	ALTA	2	97	9	77	13	152	18403808:18403810:+:ALTA
AT3G49645	AT	4-5	IR	42	57	35	51	63	102	na:na:+:IR
AT3G49645	AT	5-6	IR	13	53	16	65	31	116	na:na:+:IR
AT1G02910	AT	1-2	IR	7	353	2	286	14	511	na:na:+:IR
AT1G02910	AT	2-3	ALTA	23	342	33	286	47	525	657278:657281:+:ALTA
AT1G02910	AT	2-3	IR	5	360	8	311	17	555	na:na:+:IR
AT1G02910	AT	3-4	IR	6	489	5	451	2	814	na:na:+:IR
AT1G02910	AT	4	CRIN	3	5293	3	5159	4	9423	656897:656995:-:CRIN
AT1G02910	AT	4-5	ALTA	68	454	59	514	95	928	656746:656755:+:ALTA
AT1G02910	AT	4-5	IR	15	507	17	556	58	965	na:na:+:IR
AT1G02910	AT	5-6	ALTA	6	608	12	675	20	1189	656496:656505:-:ALTA
AT1G02910	AT	6-7	ALTA	4	581	2	532	4	1006	656201:656234:-:ALTA
AT1G02910	AT	6-7	IR	22	563	29	505	68	942	na:na:+:IR
AT1G02910	AT	7-8	ALTP	2	451	4	485	4	782	656030:656031:+:ALTA;656134:656135:-:ALTD
AT1G02910	AT	7-8	IR	23	430	10	479	36	750	na:na:+:IR
AT1G02910	AT	8-9	IR	16	530	7	471	21	918	na:na:+:IR
AT3G59010	AT	1-2	ALTD	2	39	1	54	2	87	21803951:21804173:+:ALTD
AT3G59010	AT	1-2	IR	9	32	11	44	13	76	na:na:+:IR
AT3G63530	AT	1-2	ALTA	64	9	58	8	183	12	23458199:23458201:+:ALTA
AT3G63530	AT	1-2	IR	2	71	1	65	1	194	na:na:+:IR
AT3G63530	AT	2-3	ALTD	6	88	2	68	6	147	23458129:23458132:+:ALTD
AT3G63530	AT	5-6	ALTA	9	103	2	76	5	163	23457015:23457072:+:ALTA
AT3G63530	AT	5-6	IR	57	55	14	64	39	129	na:na:+:IR
AT3G63530	AT	6-7	IR	4	78	1	68	13	150	na:na:+:IR
AT3G63530	AT	7-8	IR	6	73	2	52	13	121	na:na:+:IR
AT3G63530	AT	8-9	IR	5	67	3	47	8	108	na:na:+:IR
AT1G05030	AT	10-11	IR	2	80	6	73	2	121	na:na:+:IR
AT1G05030	AT	2-3	IR	6	63	2	69	2	86	na:na:+:IR
AT1G05030	AT	7-8	ALTP	2	92	5	84	4	126	1439270:1439304:-:ALTA;1439491:1439501:+:ALTD
AT1G05030	AT	7-8	ALTD	26	68	15	74	35	95	1439491:1439501:+:ALTD
AT1G05030	AT	7-8	IR	18	76	14	75	31	99	na:na:+:IR
AT1G05030	AT	8-9	IR	3	71	1	72	7	144	na:na:+:IR
AT1G01790	AT	1-2	IR	50	50	31	42	60	51	na:na:+:IR
AT1G01790	AT	10-11	ALTP	22	803	12	747	20	1093	288177:288336:+:ALTD;288401:288431:-:ALTA
AT1G01790	AT	10-11	ALTA	1	824	2	757	1	1112	288241:288400:+:ALTA
AT1G01790	AT	10-11	ALTA	13	812	7	752	7	1106	288262:288400:+:ALTA
AT1G01790	AT	10-11	CPLX	10	815	1	758	2	1111	288401:288431:-:ALTA;288262:288336:+:CREX
AT1G01790	AT	10-11	IR	91	734	66	693	113	1000	na:na:+:IR
AT1G01790	AT	13-14	IR	39	1253	28	1160	48	2059	na:na:+:IR
AT1G01790	AT	14-15	ALTA	16	1115	2	1154	7	1881	289539:289542:-:ALTA
AT1G01790	AT	16-17	IR	8	1093	1	1080	5	1656	na:na:+:IR
AT1G01790	AT	17-18	IR	15	1121	11	997	26	1646	na:na:+:IR
AT1G01790	AT	18-19	IR	15	718	2	661	5	1091	na:na:+:IR
AT1G01790	AT	2-3	IR	1	638	1	668	2	1013	na:na:+:IR
AT1G01790	AT	20-21	IR	2	1219	1	874	2	1616	na:na:+:IR
AT1G01790	AT	3-4	ALTA	16	571	11	579	17	884	286693:286716:+:ALTA
AT1G01790	AT	3-4	IR	15	572	16	574	18	883	na:na:+:IR
AT1G01790	AT	4-5	ALTA	6	566	6	563	3	792	286909:286996:+:ALTA
AT1G01790	AT	4-5	ALTA	19	553	39	530	36	759	286925:286996:+:ALTA
AT1G01790	AT	4-5	IR	65	507	48	521	75	720	na:na:+:IR
AT1G01790	AT	9-10	IR	3	628	4	646	1	882	na:na:+:IR
AT5G09420	AT	6-7	IR	4	12	2	17	2	38	na:na:+:IR
AT3G51220	AT	1-2	IR	2	33	2	29	1	102	na:na:+:IR
AT1G18690	AT	1-2	ALTD	87	60	84	64	120	56	6433671:6433688:+:ALTD
AT1G18690	AT	1-2	IR	36	111	31	117	26	150	na:na:+:IR
AT1G18690	AT	3-4	IR	104	6	114	4	120	13	na:na:+:IR
AT1G13440	AT	1-2	IR	84	22137	42	19737	181	45904	na:na:+:IR
AT1G13440	AT	10-11	IR	197	17676	37	12846	298	28308	na:na:+:IR
AT1G13440	AT	2-3	IR	14	21391	4	19183	16	46446	na:na:+:IR
AT1G13440	AT	3-4	IR	7	13822	3	12879	22	30277	na:na:+:IR
AT1G13440	AT	4-5	IR	12	15082	1	11790	16	25963	na:na:+:IR
AT1G13440	AT	5-6	IR	21	11358	7	8424	28	17730	na:na:+:IR
AT1G13440	AT	6-7	IR	43	14914	8	10876	82	23238	na:na:+:IR
AT1G13440	AT	7-8	ALTA	2	13664	4	9898	3	21125	4609182:4609189:-:ALTA
AT1G13440	AT	7-8	IR	63	13603	11	9891	80	21048	na:na:+:IR
AT1G13440	AT	8-11	ALTA	3	114253	1	90151	1	203969	4608576:4608597:-:ALTA
AT1G13440	AT	8-9	IR	53	12332	14	8854	89	18597	na:na:+:IR
AT1G13440	AT	9-10	IR	181	17727	38	13052	264	28623	na:na:+:IR
AT1G13440	AT	4-11	SKIP	2	114254	2	90150	4	203966	4-11
AT1G13440	AT	6-9	SKIP	1	114255	1	90151	1	203969	6-9
AT1G13448	AT	1-2	IR	22	13	25	24	26	31	na:na:+:IR
AT3G22420	AT	1-2	IR	4	248	8	282	18	518	na:na:+:IR
AT3G22420	AT	2-3	IR	16	247	6	285	21	545	na:na:+:IR
AT3G22420	AT	3-4	ALTD	4	256	1	183	4	333	7947219:7947231:-:ALTD
AT3G22420	AT	3-4	IR	34	226	9	175	30	307	na:na:+:IR
AT3G22420	AT	4	CRIN	166	2860	161	2630	264	4849	7947560:7947655:-:CRIN
AT3G22420	AT	4-5	IR	54	199	11	168	32	294	na:na:+:IR
AT3G22420	AT	5	CRIN	127	2899	137	2654	240	4873	7948264:7948344:-:CRIN
AT3G22425	AT	5-6	IR	18	108	6	105	13	183	na:na:+:IR
AT2G16790	AT	1-2	ALTD	2	41	1	64	2	72	7285142:7285177:+:ALTD
AT2G16790	AT	2-3	IR	5	38	6	63	2	81	na:na:+:IR
AT2G16790	AT	3-4	IR	1	37	9	75	3	77	na:na:+:IR
AT2G16790	AT	4-5	ALTA	1	27	3	31	1	33	7284510:7284514:-:ALTA
AT2G16790	AT	4-5	IR	3	25	6	28	9	25	na:na:+:IR
AT5G24120	AT	1-2	ALTD	4	439	3	464	3	603	8159922:8160174:+:ALTD
AT5G24120	AT	1-2	IR	10	433	4	463	9	597	na:na:+:IR
AT5G24120	AT	3-4	IR	2	1099	2	1260	7	1707	na:na:+:IR
AT5G24120	AT	4-5	IR	6	754	2	858	11	1203	na:na:+:IR
AT5G24120	AT	5-6	IR	7	424	2	476	6	643	na:na:+:IR
AT1G59640	AT	5	CRIN	1	125	14	119	17	162	21909596:21910003:-:CRIN
AT1G18340	AT	3-4	IR	29	56	14	39	49	65	na:na:+:IR
AT1G18340	AT	4-5	IR	11	82	5	56	5	103	na:na:+:IR
AT1G18340	AT	6-7	ALTA	1	129	1	119	5	211	6312325:6312349:-:ALTA
AT1G18340	AT	6-7	IR	20	110	29	91	27	189	na:na:+:IR
AT1G18340	AT	7-8	IR	18	107	8	72	30	159	na:na:+:IR
AT1G18340	AT	8-9	IR	6	87	5	57	20	144	na:na:+:IR
AT1G18340	AT	9-10	IR	10	82	13	62	16	152	na:na:+:IR
AT1G55140	AT	2-3	IR	4	620	3	524	12	978	na:na:+:IR
AT1G55140	AT	3-4	IR	11	501	7	427	13	871	na:na:+:IR
AT1G55140	AT	4-5	IR	5	494	5	410	21	886	na:na:+:IR
AT1G55140	AT	5-6	IR	16	470	13	380	30	858	na:na:+:IR
AT1G55140	AT	2-4	SKIP	32	2402	14	2100	33	4336	2-4
AT5G25830	AT	1-2	IR	2	8	1	4	3	12	na:na:+:IR
AT2G21710	AT	1-2	IR	3	49	1	62	1	103	na:na:+:IR
AT2G21710	AT	5-6	IR	10	58	20	43	30	71	na:na:+:IR
AT5G05210	AT	1-2	IR	3	269	5	189	6	504	na:na:+:IR
AT5G61240	AT	11-12	IR	1	441	1	222	6	615	na:na:+:IR
AT5G61240	AT	4-5	IR	3	0	4	0	19	0	na:na:+:IR
AT5G61240	AT	4-6	ALTD	407	2259	200	1166	652	3623	24630457:24630460:-:ALTD
AT5G61240	AT	5-6	IR	9	0	6	0	23	0	na:na:+:IR
AT5G61240	AT	6-7	IR	2	393	2	195	2	537	na:na:+:IR
AT5G61240	AT	9-10	IR	4	368	1	172	5	535	na:na:+:IR
AT4G27490	AT	1-2	ALTA	11	69	9	51	19	129	13739923:13739951:+:ALTA
AT4G27490	AT	1-2	ALTA	32	48	31	29	62	86	13739946:13739951:+:ALTA
AT4G27490	AT	1-2	IR	37	43	19	41	57	91	na:na:+:IR
AT4G27490	AT	3-4	IR	3	101	4	61	7	147	na:na:+:IR
AT4G27490	AT	4-5	IR	10	66	5	35	20	116	na:na:+:IR
AT4G27490	AT	6-7	IR	17	75	5	42	17	140	na:na:+:IR
AT4G27490	AT	7-8	IR	2	89	2	41	2	182	na:na:+:IR
AT3G54470	AT	4-5	IR	1	461	6	275	12	728	na:na:+:IR
AT3G54470	AT	5-6	IR	2	498	3	251	9	808	na:na:+:IR
AT4G16530	AT	1-2	IR	195	0	196	0	318	0	na:na:+:IR
AT4G16530	AT	2-3	IR	66	34	48	37	76	77	na:na:+:IR
AT3G58760	AT	1-2	ALTA	3	61	3	68	7	125	21729296:21729305:-:ALTA
AT3G58760	AT	11-12	IR	15	97	6	87	11	188	na:na:+:IR
AT3G58760	AT	2-3	ALTA	1	63	7	86	14	129	21729461:21729491:-:ALTA
AT3G58760	AT	5-6	ALTD	2	108	8	101	7	186	21729937:21730063:+:ALTD
AT3G58760	AT	5-6	IR	25	85	28	81	53	140	na:na:+:IR
AT3G58760	AT	6-7	IR	17	107	6	104	15	208	na:na:+:IR
AT3G58760	AT	7-8	ALTA	2	131	3	149	7	235	21730685:21730725:-:ALTA
AT3G58760	AT	7-8	IR	60	73	47	105	75	167	na:na:+:IR
AT3G58760	AT	8-9	IR	1	104	1	116	2	163	na:na:+:IR
AT3G58760	AT	9-10	ALTA	6	88	10	112	16	165	21731179:21731211:+:ALTA
AT3G58760	AT	9-10	IR	14	80	8	114	16	165	na:na:+:IR
AT1G02260	AT	1-2	IR	22	15	13	20	28	34	na:na:+:IR
AT1G06560	AT	1-2	IR	9	58	2	42	12	144	na:na:+:IR
AT1G06560	AT	10-11	IR	9	51	4	51	10	131	na:na:+:IR
AT1G06560	AT	11-12	IR	8	38	4	42	10	98	na:na:+:IR
AT1G06560	AT	3-4	IR	36	61	15	51	52	100	na:na:+:IR
AT1G06560	AT	7	CRIN	7	930	2	749	1	1699	2010072:2010153:-:CRIN
AT1G06560	AT	7-8	ALTA	2	105	2	91	2	174	2010559:2010562:-:ALTA
AT1G06560	AT	7-8	IR	1	106	1	92	2	174	na:na:+:IR
AT1G06560	AT	8-9	IR	6	75	3	48	8	115	na:na:+:IR
AT1G06560	AT	9-10	IR	6	47	1	49	2	130	na:na:+:IR
AT3G53880	AT	1-2	IR	2	36	1	30	9	69	na:na:+:IR
AT3G53880	AT	3-4	ALTA	7	47	1	47	2	72	19954116:19954146:-:ALTA
AT3G53880	AT	3-4	IR	6	48	1	47	3	71	na:na:+:IR
AT3G53880	AT	4-5	IR	1	37	1	44	1	73	na:na:+:IR
AT4G27720	AT	1-2	IR	1	431	2	447	4	863	na:na:+:IR
AT4G27720	AT	4-5	IR	3	253	3	270	6	454	na:na:+:IR
AT4G27720	AT	5-6	IR	2	300	2	289	8	490	na:na:+:IR
AT4G27720	AT	7-8	IR	1	495	3	525	7	832	na:na:+:IR
AT1G10240	AT	1-2	IR	48	49	27	36	48	70	na:na:+:IR
AT1G10240	AT	2-3	IR	4	41	4	28	14	61	na:na:+:IR
AT1G09620	AT	1-2	ALTA	1	582	1	715	1	1541	3116469:3116474:+:ALTA
AT1G09620	AT	1-2	IR	25	558	42	674	67	1475	na:na:+:IR
AT1G09620	AT	2-3	IR	56	616	40	429	66	949	na:na:+:IR
AT5G01770	AT	12-13	IR	13	37	8	38	6	66	na:na:+:IR
AT5G01770	AT	13-14	ALTP	30	16	17	23	38	23	297897:297927:-:ALTA;297996:298029:+:ALTD
AT5G01770	AT	13-14	IR	16	30	23	17	23	38	na:na:+:IR
AT5G01770	AT	18-19	ALTP	26	41	33	15	61	62	295717:295728:+:ALTA;295792:295827:-:ALTD
AT5G01770	AT	18-19	IR	41	26	15	33	62	61	na:na:+:IR
AT5G01770	AT	20-21	IR	3	57	4	48	6	79	na:na:+:IR
